"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","Il Sale Della Terra","Ligabue"
"3","L'Anima Vola","Elisa"
"4","You Will Never Know","Imany"
"5","Estate","Jovanotti"
"6","Roar","Katy Perry"
"7","Applause","Lady Gaga"
"8","Safe And Sound","Capital Cities"
"9","Love Me Again","John Newman"
"10","Blurred Lines","Robin Thicke"
"11","Zalele","Claudia, Asu & Ticy"
"12","Amore Puro","Alessandra Amoroso"
"13","Atlas","Coldplay"
"14","Get Lucky","Daft Punk"
"15","La La La","Naughty Boy & Sam Smith"
"16","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"17","Dimentico Tutto","Emma"
"18","I Love It","Icona Pop"
"19","Play Hard","David Guetta"
"20","Limbo","Daddy Yankee"
