"rank","title","artist"
"1","Baila","Zucchero"
"2","Tre Parole","Valeria Rossi"
"3","Elevation","U2"
"4","Infinito","RAF"
"5","It's Raining Men","Geri Halliwell"
"6","Lady Marmalade","C. Aguilera , Mya & Pink"
"7","It Takes A Fool To Remain Sane","Ark"
"8","Www.mipiacitu","Gazosa"
"9","Me Gustas Tu","Manu Chao"
"10","Crying At The Discoteque","Alcazar"
"11","Bucatini Disco Dance","Bonolis & Laurenti"
"12","Ti Prendo E Ti Porto Via","Vasco Rossi"
"13","Loverboy","Mariah Carey"
"14","Che C'e'","Antonello Venditti"
"15","Candela","Chayanne"
"16","Bootylicious","Destiny's Child"
"17","Sing","Travis"
"18","There You'll Be","Faith Hill"
"19","Salta-la Bomba","King Africa"
"20","Boyband","Velvet"
