"rank","title","artist"
"1","Guerriero","Marco Mengoni"
"2","Magnifico","Fedez & Francesca Michielin"
"3","Bailando","Enrique Iglesias"
"4","Take Me To Church","Hozier"
"5","Dangerous","David Guetta & Sam Martin"
"6","Chandelier","Sia"
"7","All About That Bass","Meghan Trainor"
"8","Fade Out Lines","Avener"
"9","Thinking Out Loud","Ed Sheeran"
"10","Parole Di Cristallo","Valerio Scanu"
"11","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"12","Geronimo","Sheppard"
"13","I'm An Albatraoz","AronChupa"
"14","Blame","Calvin Harris & John Newman"
"15","Animals","Maroon 5"
"16","I'm Not The Only One","Sam Smith"
"17","Senza Scappare Mai Piu","Tiziano Ferro"
"18","All Of Me","John Legend"
"19","The Days","Avicii"
"20","Cool Kids","Echosmith"
