"rank","title","artist"
"1","Sofia","Alvaro Soler"
"2","Vorrei Ma Non Posto","J-AX & Fedez"
"3","Cheap Thrills","Sia"
"4","Duele El Corazon","Enrique Iglesias & Wisin"
"5","Faded","Alan Walker"
"6","Eres MÍa","Benji & Fede & Xriz"
"7","One Dance","Drake, Wizkid & Kyla"
"8","Can't Stop The Feeling!","Justin Timberlake"
"9","I Took A Pill In Ibiza","Mike Posner"
"10","This Is What You Came For","Calvin Harris & Rihanna"
"11","Hymn For The Weekend","Coldplay & Beyonce"
"12","Cake By The Ocean","DNCE"
"13","Fast Car","Jonas Blue & Dakota"
"14","Light It Up","Major Lazer, Nyla & Fuse Odg"
"15","Spirits","Strumbellas"
"16","7 Years","Lukas Graham"
"17","Comunque Andare","Alessandra Amoroso"
"18","Don't Let Me Down","Chainsmokers & Daya"
"19","Andiamo A Comandare","Fabio Rovazzi"
"20","Stressed Out","Twenty One Pilots"
