"rank","title","artist"
"1","Mediterranea","Irama"
"2","Mamacita","Black Eyed Peas, Ozuna & J.Rey Soul"
"3","Il Bacio Di Klimt","Emanuele Aloia"
"4","Good Times","Ghali"
"5","Spigoli","Carl Brave, Mara Sattei & Tha Supreme"
"6","Roses","SAINt JHN"
"7","Fiori Di Chernobyl","Mr. Rain"
"8","Rockstar","DaBaby & Roddy Ricch"
"9","Elegante","DrefGold & Sfera Ebbasta"
"10","Death Bed","Powfu & Beabadoobee"
"11","TesTa TrA Le NuVoLE, pT. 2","Alfa & Yanomi"
"12","Auto Blu","Shiva & Eiffel 65"
"13","Chega","Gaia"
"14","Sono Un Bravo Ragazzo Un Po Fuori Di Testa","Random"
"15","Rain On Me","Lady Gaga & Ariana Grande"
"16","TKN","Rosalia & Travis Scott"
"17","Blinding Lights","Weeknd"
"18","Tusa","Karol G & Nicki Minaj"
"19","Le Feste Di Pablo","Cara & Fedez"
"20","Bando","Anna"
