"rank","title","artist"
"1","Window In The Skies","U2"
"2","Diras Que Estoy Loco","Miguel Angel Munoz"
"3","Arnold Layne","David Gilmour"
"4","Patience","Take That"
"5","Jump","Madonna"
"6","Thinking About You","Norah Jones"
"7","Stai Bene Come Stai","Le Mani"
"8","Vorrei Dirti Che E' Facile","Brenda-battaglia Dan"
"9","Io Canto","Laura Pausini"
"10","Lovelight","Robbie Williams"
"11","Proper Education","Eric Prydz"
"12","Ed Ero Contentissimo","Tiziano Ferro"
"13","Stop The Clocks","Oasis"
"14","Different World","Iron Maiden"
"15","The Saints Are Coming","U2 & Green Day"
"16","Rock Steady","All Saints"
"17","Wind It Up","Gwen Stefani"
"18","Svegliarsi La Mattina","Zero Assoluto"
"19","Illegal","Shakira"
"20","Sei Parte Di Me","Zero Assoluto"
