"rank","title","artist"
"1","Est-ce Que Tu M`aimes?","Maitre Gims"
"2","Hello","Adele"
"3","Stitches","Shawn Mendes"
"4","Sorry","Justin Bieber"
"5","Adventure Of A Lifetime","Coldplay"
"6","What Do You Mean?","Justin Bieber"
"7","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"8","Reality","Lost Frequencies & Janieck Devy"
"9","Hotline Bling","Drake"
"10","Locked Away","R. City & Adam Levine"
"11","Roma Bangkok","Baby K & Giusy Ferreri"
"12","Take Me Home","Jess Glynne"
"13","Beautiful Disaster","Fedez & Mika"
"14","Sugar","Robin Schulz & Francesco Yates"
"15","Love Yourself","Justin Bieber & Jaden Smith"
"16","Volevo Te","Giusy Ferreri"
"17","Lay It All On Me","Rudimental & Ed Sheeran"
"18","How Deep Is Your Love","Calvin Harris & Disciples"
"19","La Vita Come","Max Gazze"
"20","Lean On","Major Lazer, Snake & MO"
"21","Runaway","Urban Strangers"
