"rank","title","artist"
"1","La Canzone Nostra","Mace, Blanco & Salmo"
"2","Pezzo Di Cuore","Emma & Alessandra Amoroso"
"3","Scooby Doo","Pinguini Tattici Nucleari"
"4","Venere E Marte","Takagi & Ketra, Marco Mengoni & Frah Quintale"
"5","Allenamento #4","Capo Plaza"
"6","Baby","Sfera Ebbasta & J Balvin"
"7","Superclassico","Ernia"
"8","Drivers License","Olivia Rodrigo"
"9","Destri","Gazzelle"
"10","Altalene","Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"11","Don't Worry","BoomDaBash"
"12","Seven 7oo","RM4E, Rondo Da Sosa, Sacky, Vale Apin, Neima Ezza, Kilimoney, Keta & NKO"
"13","Bella Storia","Fedez"
"14","Una Canzone D'Amore Buttata Via","Vasco Rossi"
"15","Concedimi","Matteo Romano"
"16","Head & Heart","Joel Corry & MNEK"
"17","Mood","24kGoldn & Iann Dior"
"18","Dakiti","Bad Bunny & Jhay Cortez"
"19","Vent'Anni","Maneskin"
"20","Slatt","Rondodasosa & Capo Plaza"
