"rank","title","artist"
"1","Happy","Pharrell Williams"
"2","Rather Be","Clean Bandit & Jess Glynne"
"3","Jubel","Klingande"
"4","Logico # 1","Cesare Cremonini"
"5","Changes","Faul"
"6","Stolen Dance","Milky Chance"
"7","Tous Les Memes","Stromae"
"8","Dark Horse","Katy Perry"
"9","Magic","Coldplay"
"10","Budapest","George Ezra"
"11","Liar Liar","Cris Cab"
"12","Non Se Ne Parla","Gemitaiz & Madman"
"13","Dannate Nuvole","Vasco Rossi"
"14","Controvento","Arisa"
"15","Hey Brother","Avicii"
"16","Demons","Imagine Dragons"
"17","Timber","Pitbull & Ke$ha"
"18","Counting Stars","OneRepublic"
"19","Let Her Go","Passenger"
"20","Stupid Little Things","Anastacia"
