"rank","title","artist"
"1","Est-ce Que Tu M`aimes?","Maitre Gims"
"2","Stitches","Shawn Mendes"
"3","Ginza","J Balvin"
"4","Sorry","Justin Bieber"
"5","Take Me Home","Jess Glynne"
"6","Hello","Adele"
"7","Adventure Of A Lifetime","Coldplay"
"8","No Hero","Elisa"
"9","What Do You Mean?","Justin Bieber"
"10","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"11","Locked Away","R. City & Adam Levine"
"12","Reality","Lost Frequencies & Janieck Devy"
"13","Hotline Bling","Drake"
"14","Love Yourself","Justin Bieber & Jaden Smith"
"15","Beautiful Disaster","Fedez & Mika"
"16","Volevo Te","Giusy Ferreri"
"17","Sugar","Robin Schulz & Francesco Yates"
"18","Roma Bangkok","Baby K & Giusy Ferreri"
"19","Ego","Willy William"
"20","Lay It All On Me","Rudimental & Ed Sheeran"
