"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"3","Mr. Saxobeat","Alexandra Stan"
"4","Give Me Everything","Pitbull"
"5","Set Fire To The Rain","Adele"
"6","Manifesto Futurista Della Nuova Umanita","Vasco Rossi"
"7","Party Rock Anthem","LMFAO"
"8","Rabiosa","Shakira & Pitbull"
"9","On The Floor","Jennifer Lopez & Pitbull"
"10","California King Bed","Rihanna"
"11","Basta Cosi","Negramaro & Elisa"
"12","Price Tag","Jessie J & B.o.B"
"13","The Lazy Song","Bruno Mars"
"14","Arrivera","Emma & Moda"
"15","Il Mare Immenso","Giusy Ferreri"
"16","Just Can't Get Enough","Black Eyed Peas"
"17","Diamante Lei E Luce Lui","Annalisa"
"18","E.T.","Katy Perry"
"19","Rolling In The Deep","Adele"
"20","Just The Way You Are","Bruno Mars"
