"rank";"title";"artist"
"1";"Blinding Lights";"Weeknd"
"2";"Bando";"Anna"
"3";"Auto Blu";"Shiva & Eiffel 65"
"4";"Good Times";"Ghali"
"5";"Fiori Di Chernobyl";"Mr. Rain"
"6";"Boogieman";"Ghali & Salmo"
"7";"Ringo Starr";"Pinguini Tattici Nucleari"
"8";"Rapide";"Mahmood"
"9";"Fai Rumore";"Diodato"
"10";"Per Sentirmi Vivo";"Fasma & G G"
"11";"Tusa";"Karol G & Nicki Minaj"
"12";"Blun7 A Swishland";"Tha Supreme"
"13";"Roses";"SAINt JHN"
"14";"Musica";"Elettra Lamborghini"
"15";"Snitch & Impicci";"DrefGold & FSK Satellite"
"16";"Dance Monkey";"Tones And I"
"17";"Viceversa";"Fransesco Gabbani"
"18";"Don't Start Now";"Dua Lipa"
"19";"Death Bed";"Powfu & Beabadoobee"
"20";"Me Ne Frego";"Achille Lauro"
