"rank";"title";"artist"
"1";"La Canzone Nostra";"Mace, Blanco & Salmo"
"2";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"3";"Ferma A Guardare";"Ernia & Pinguini Tattici Nucleari"
"4";"Buonanotte";"Mace, Noyz Narcos & Franco 126"
"5";"Save Your Tears";"Weeknd"
"6";"Scooby Doo";"Pinguini Tattici Nucleari"
"7";"Destri";"Gazzelle"
"8";"Baby";"Sfera Ebbasta & J Balvin"
"9";"Superclassico";"Ernia"
"10";"Non Fare Cosi";"Capo Plaza"
"11";"Lady";"Sangiovanni"
"12";"Dal Tramonto All'Alba";"Mace, Venerus & Gemitaiz"
"13";"Colpa Tua";"Mace, Venerus & Gue Requeno"
"14";"Drivers License";"Olivia Rodrigo"
"15";"Concedimi";"Matteo Romano"
"16";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"17";"Hecha Pa'Mi";"Boza"
"18";"Dakiti";"Bad Bunny & Jhay Cortez"
"19";"Non Vivo Piu Sulla Terra";"Mace, Rkomi & Venerus"
"20";"Top Boy";"Mace & Geolier"
