"rank","title","artist"
"1","Ai Se Eu Te Pego","Michel Telo"
"2","Distratto","Francesca Michielin"
"3","Someone Like You","Adele"
"4","Levels","Avicii"
"5","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"6","L'Ultima Notte Al Mondo","Tiziano Ferro"
"7","Titanium","David Guetta & Sia"
"8","Tappeto Di Fragole","Moda"
"9","Turning Tables","Adele"
"10","Inevitabile","Giorgia & Eros Ramazzotti"
"11","Sara Possibile","Nicole Tuzii"
"12","We Found Love","Rihanna & Calvin Harris"
"13","Unica","Antonello Venditti"
"14","Eclissi Del Cuore","L'Aura Abela"
"15","Heaven","Emeli Sande"
"16","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"17","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"18","Il Mio Giorno Migliore","Giorgia"
"19","L'Amore E Una Cosa Semplice","Tiziano Ferro"
"20","I Won't Let You Go","James Morrison"
