"rank","title","artist"
"1","Perfect","Ed Sheeran"
"2","La Musica Non C'e","Coez"
"3","Irraggiungibile","Shade & Federica Carta"
"4","Chosen","Maneskin"
"5","Havana","Camila Cabello & Young Thug"
"6","All I Want For Christmas Is You","Mariah Carey"
"7","L'Amore E","Enrico Nigiotti"
"8","Rockstar","Post Malone & 21 Savage"
"9","Stavo Pensando A Te","Fabri Fibra"
"10","Last Christmas","Wham!"
"11","Perdonami","Salmo"
"12","River","Eminem & Ed Sheeran"
"13","Echame La Culpa","Luis Fonsi & Demi Lovato"
"14","Sconosciuti Da Una Vita","J-AX & Fedez"
"15","Shape Of You","Ed Sheeran"
"16","What Lovers Do","Maroon 5 & SZA"
"17","Come Neve","Giorgia & Marco Mengoni"
"18","Leave A Light On","Tom Walker"
"19","Whatever It Takes","Imagine Dragons"
"20","Giovane Fuoriclasse","Capo Plaza & Ava"
