"rank","title","artist"
"1","Distratto","Francesca Michielin"
"2","Ai Se Eu Te Pego","Michel Telo"
"3","Non Ci Penso Mai","I Moderni"
"4","Cuore Scoppiato","Antonella Lo Coco"
"5","Someone Like You","Adele"
"6","La Differenza Tra Me E Te","Tiziano Ferro"
"7","We Found Love","Rihanna & Calvin Harris"
"8","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"9","Sara Possibile","Nicole Tuzii"
"10","Heaven","Emeli Sande"
"11","Unica","Antonello Venditti"
"12","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"13","Tappeto Di Fragole","Moda"
"14","Eclissi Del Cuore","L'Aura Abela"
"15","I Won't Let You Go","James Morrison"
"16","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"17","Levels","Avicii"
"18","Il Mio Giorno Migliore","Giorgia"
"19","L'Amore E Una Cosa Semplice","Tiziano Ferro"
"20","Papi","Jennifer Lopez"
