"rank","title","artist"
"1","Jubel","Klingande"
"2","Happy","Pharrell Williams"
"3","Let Her Go","Passenger"
"4","Stardust","Mika & Chiara"
"5","Hey Brother","Avicii"
"6","Ordinary Love","U2"
"7","Timber","Pitbull & Ke$ha"
"8","The Monster","Eminem & Rihanna"
"9","Demons","Imagine Dragons"
"10","I'm Your Sacrifice","Ozark Henry"
"11","Counting Stars","OneRepublic"
"12","Wrecking Ball","Miley Cyrus"
"13","Can't Remember To Forget You","Shakira & Rihanna"
"14","Unconditionally","Katy Perry"
"15","Budapest","George Ezra"
"16","Talk Dirty","Jason Derulo & 2 Chainz"
"17","Hard Out Here","Lily Allen"
"18","Burn","Ellie Goulding"
"19","I Will Pray (Preghero)","Giorgia & Alicia Keys"
"20","Wake Me Up!","Avicii"
