"rank","title","artist"
"1","Stardust","Mika & Chiara"
"2","Jubel","Klingande"
"3","Let Her Go","Passenger"
"4","Ordinary Love","U2"
"5","All I Want For Christmas Is You","Mariah Carey"
"6","La Vita E La Felicita","Michele Bravi"
"7","The Monster","Eminem & Rihanna"
"8","Wrecking Ball","Miley Cyrus"
"9","Story Of My Life","One Direction"
"10","I'm Your Sacrifice","Ozark Henry"
"11","Summertime Sadness","Lana Del Rey"
"12","Unconditionally","Katy Perry"
"13","Burn","Ellie Goulding"
"14","All I Want For Christmas Is You","Mariah Carey"
"15","Quando Una Stella Muore","Giorgia"
"17","I'm Your Sacrifice","Ozark Henry"
"17","Royals","Lorde"
"18","L'Amore Non Mi Basta","Emma"
"19","Tu Sei Lei","Ligabue"
"20","Talk Dirty","Jason Derulo & 2 Chainz"
