"rank","title","artist"
"1","You Weren't There","Lene Marlin"
"2","Never Leave You - Uh Oooh, Uh Oooh!","Lumidee"
"3","Bring Me To Life","Evanescence"
"4","Get Busy","Sean Paul"
"5","Where Is The Love?","Black Eyed Peas"
"6","Crazy In Love","Beyonce & Jay-Z"
"7","Papi Chulo...te Traigo El Mmmm","Lorna"
"8","Send Your Love","Sting"
"9","Go To Sleep","Radiohead"
"10","La Canzone Del Capitano","Dj Francesco"
"11","Hollywood","Madonna"
"12","Sweet Soca Music","Sugar Daddy"
"13","Fake","Simply Red"
"14","Un'emozione Per Sempre","Eros Ramazzotti"
"15","Someday","Nickelback"
"16","Gocce Di Memoria","Giorgia"
"17","Viaggia Insieme A Me","Eiffel 65"
"18","Love @ 1st Sight","Mary J. Blige"
"19","I Know What You Want","Busta Rhymes & Mariah Carey"
"20","Sympathy For The Devil","Rolling Stones"
