"rank";"title";"artist"
"1";"Blun7 A Swishland";"Tha Supreme"
"2";"Dance Monkey";"Tones And I"
"3";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"4";"Ansia No";"FSK Satellite, Taxi B, Chiello_FSK, Sapobully & Greg Willen"
"5";"Tutto Questo Sei Tu";"Ultimo"
"6";"I Nostri Anni";"Tommaso Paradiso"
"7";"Fuck 3X";"Tha Supreme"
"8";"Supreme (L'Ego)";"Marracash, Tha Supreme & Sfera Ebbasta"
"9";"Crudelia (I Nervi)";"Marracash"
"10";"Ritmo";"Black Eyed Peas"
"11";"Bravi A Cadere";"Marracash"
"12";"Don't Start Now";"Dua Lipa"
"13";"Yummy";"Justin Bieber"
"14";"Pookie (Remix)";"Aya Nakamura & Capo Plaza"
"15";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"16";"Non Avere Paura";"Tommaso Paradiso"
"17";"Memories";"Maroon 5"
"18";"Falling";"Trevor Daniel"
"19";"Blinding Lights";"Weeknd"
"20";"La Tua Canzone";"Coez"
