"rank","title","artist"
"1","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"2","Roma Bangkok","Baby K & Giusy Ferreri"
"3","Perfect","One Direction"
"4","What Do You Mean?","Justin Bieber"
"5","21 Grammi","Fedez"
"6","Sugar","Robin Schulz & Francesco Yates"
"7","Marvin Gaye","Charlie Puth & Meghan Trainor"
"8","El Perdon","Nicky Jam & Enrique Iglesias"
"9","Renegades","X Ambassadors"
"10","Lean On","Major Lazer, Snake & MO"
"11","How Deep Is Your Love","Calvin Harris & Disciples"
"12","Can't Feel My Face","Weeknd"
"13","Maria Salvador","J-AX"
"14","Beautiful Disaster","Fedez & Mika"
"15","Waiting For Love","Avicii"
"16","Drag Me Down","One Direction"
"17","Luca Lo Stesso","Luca Carboni"
"18","Locked Away","R. City & Adam Levine"
"19","Cheerleader","OMI"
"20","On My Mind","Ellie Goulding"
