"rank","title","artist"
"1","Jump","Madonna"
"2","The Saints Are Coming","U2 & Green Day"
"3","Io Canto","Laura Pausini"
"4","This Is Not Real Love","George Michael"
"5","Martyr","Depeche Mode"
"6","Ed Ero Contentissimo","Tiziano Ferro"
"7","Sei Parte Di Me","Zero Assoluto"
"8","I Don't Feel Like Dancin'","Scissor Sisters"
"9","Primo Appuntamento","Gigi D'alessio"
"10","Runaway","Jamiroquai"
"11","Sexy Back","Justin Timberlake"
"12","Hurt","Christina Aguilera"
"13","Save Room","John Legend"
"14","My Love","Justin Timberlake"
"15","Rudebox","Robbie Williams"
"16","Svegliarsi La Mattina","Zero Assoluto"
"17","New York, New York","Moby"
"18","Smack That","Akon & Eminem"
"19","Call Me When You're Sober","Evanescence"
"20","Coming Around Again","Webbe Simon"
