"rank","title","artist"
"1","Ai Se Eu Te Pego","Michel Telo"
"2","Distratto","Francesca Michielin"
"3","Non Ci Penso Mai","I Moderni"
"4","Someone Like You","Adele"
"5","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"6","Cuore Scoppiato","Antonella Lo Coco"
"7","La Differenza Tra Me E Te","Tiziano Ferro"
"8","We Found Love","Rihanna & Calvin Harris"
"9","Turning Tables","Adele"
"10","Tappeto Di Fragole","Moda"
"11","Sara Possibile","Nicole Tuzii"
"12","Unica","Antonello Venditti"
"13","Heaven","Emeli Sande"
"14","I Won't Let You Go","James Morrison"
"15","Levels","Avicii"
"16","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"17","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"18","Eclissi Del Cuore","L'Aura Abela"
"19","L'Amore E Una Cosa Semplice","Tiziano Ferro"
"20","Il Mio Giorno Migliore","Giorgia"
