"rank","title","artist"
"1","Salvami","Gianna Nannini"
"2","Ma Il Cielo E Sempre Piu Blu","Giusy Ferreri"
"3","Bad Romance","Lady Gaga"
"4","Bodies","Robbie Williams"
"5","I Gotta Feeling","Black Eyed Peas"
"6","Russian Roulette","Rihanna"
"7","L' Amore Si Odia","Noemi & Fiorella Mannoia"
"8","Ti Vorrei Sollevare","Elisa"
"9","Empire State Of Mind","Jay-Z & Alicia Keys"
"10","Rain","Mika"
"11","She Wolf","Shakira"
"12","Resto Dell Idea","Marco Carta"
"13","Senza Nuvole","Alessandra Amoroso"
"14","Ad Ogni Costo","Vasco Rossi"
"15","Estranei A Partire Da Ieri","Alessandra Amoroso"
"16","Haven't Met You Yet","Michael Buble"
"17","Want","Natalie Imbruglia"
"18","Paparazzi","Lady Gaga"
"19","Because Of You","Skunk Anansie"
"20","When Love Takes Over","David Guetta & Kelly Rowland"
