"rank","title","artist"
"1","La Fine Del Mondo","Anastasio"
"2","Il Cielo Nella Stanza","Salmo & Nstasia"
"3","Torna A Casa","Maneskin"
"4","Se Piovesse Il Tuo Nome","Elisa"
"5","Hola (I Say)","Marco Mengoni & Tom Walker"
"6","Happy Birthday","Sfera Ebbasta"
"7","90MIN","Salmo"
"8","All I Want For Christmas Is You","Mariah Carey"
"9","Cabriolet","Salmo & Sfera Ebbasta"
"10","Los Angeles","Luna"
"11","Bohemian Rhapsody","Queen"
"12","Cherofobia","Martina Attili"
"13","Taki Taki","DJ Snake, Ozuna, Selena Gomez & Cardi B"
"14","Stai Zitto","Salmo & Fabri Fibra"
"15","Cascare Nei Tuoi Occhi","Ultimo"
"16","Generale","Anastasio"
"17","Posso","Carl Brave & Max Gazze"
"18","Lunedi","Salmo"
"19","Sparare Alla Luna","Salmo & Coez"
"20","MIA","Bad Bunny & Drake"
