"rank","title","artist"
"1","God's Plan","Drake"
"2","Malibu","Vegas Jones"
"3","Cupido","Sfera Ebbasta & Quavo"
"4","Cara Italia","Ghali"
"5","Boss","DrefGold"
"6","Rockstar","Sfera Ebbasta"
"7","Perfect","Ed Sheeran"
"8","Sciroppo","Sfera Ebbasta & DrefGold"
"9","Pem Pem","Elettra Lamborghini"
"10","X","Nicky Jam & J Balvin"
"11","These Days","Rudimental, Jess Glynne & Macklemore"
"12","Una Vita In Vacanza","Lo Stato Sociale"
"13","Ricchi & Sempre","Sfera Ebbasta"
"14","IDGAF","Dua Lipa"
"15","Il Ballo Delle Incertezze","Ultimo"
"16","Serpenti A Sonagli","Sfera Ebbasta"
"17","Sangue Misto","Tedua & Chris Nolan"
"18","Vertigini","Tedua & Chris Nolan"
"19","Il Mondo Prima Di Te","Annalisa"
"20","Non Mi Avete Fatto Niente","Ermal Meta & Fabrizio Moro"
