"rank","title","artist"
"1","Vasco Extended Play","Vasco Rossi"
"2","Parlami D'amore","Negramaro"
"3","Umbrella","Rihanna"
"4","Torno Subito","Max Pezzali"
"5","Beautiful Liar","Beyonce & Shakira"
"6","Make A Memory","Bon Jovi"
"7","La Giungla Degli Animali","Billy Bebe"
"8","Bruci La Citta","Irene Grandi"
"9","Say It Right","Nelly Furtado"
"10","Que Hiciste","Jennifer Lopez"
"11","Girlfriend","Avril Lavigne"
"12","Everything","Michael Buble"
"13","Grace Kelly","Mika"
"14","Pensa","Fabrizio Moro"
"15","Ordinary Day","Dolores O'Riordan"
"16","Musica","Paolo Meneguzzi"
"17","La Paranza","Daniele Silvestri"
"18","What I've Done","Linkin Park"
"19","Makes Me Wonder","Maroon 5"
"20","Give It To Me","Timbaland & Nelly Furtado"
