"rank";"title";"artist"
"1";"Yoshi";"Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"2";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"3";"Street Advisor";"Night Skinny, Noyz Narcos, Marracash & Capo Plaza"
"4";"Pookie";"Aya Nakamura"
"5";"Stay Away";"Night Skinny, Ketama 126, Side Baby & Franco 126"
"6";"Novita";"Night Skinny, Rkomi, Ernia & Tedua"
"7";"Chiasso";"Random & Zenit"
"8";"Attraverso Me";"Night Skinny & Luche"
"9";"Saluti";"Night Skinny, Gue Pequeno, Fabri Fibra, Rkomi & Carolina Marquez"
"10";"Dove E Quando";"Benji & Fede"
"11";"Mattoni";"Night Skinny, Noyz Narcos, Shiva, Sepranza & Gue Pequeno"
"12";"Prometto";"Night Skinny, Rkomi & Luche"
"13";"Bad People";"Night Skinny, Noyz Narcos & Fabri Fibra"
"14";"Senorita";"Shawn Mendes & Camila Cabello"
"15";"Fare Chiasso";"Night Skinny, Quentin 40 & Rkomi"
"16";"Margarita";"Elodie & Marracash"
"17";"Barrio";"Mahmood"
"18";"Mille Strade";"Night Skinny, Ketama 126 & Izi"
"19";"Numero 10";"Night Skinny, Ernia & Quentin 40"
"20";"Cin Cin";"Alfa & Yanomi"
