"rank","title","artist"
"1","Bando","Anna"
"2","Good Times","Ghali"
"3","Boogieman","Ghali & Salmo"
"4","Ringo Starr","Pinguini Tattici Nucleari"
"5","Fai Rumore","Diodato"
"6","Snitch & Impicci","DrefGold & FSK Satellite"
"7","Rapide","Mahmood"
"8","Viceversa","Fransesco Gabbani"
"9","Musica","Elettra Lamborghini"
"10","Blinding Lights","Weeknd"
"11","Per Sentirmi Vivo","Fasma & G G"
"12","Me Ne Frego","Achille Lauro"
"13","Blun7 A Swishland","Tha Supreme"
"14","Marymango","Ghali & Tha Supreme"
"15","Stupid Love","Lady Gaga"
"16","Andromeda","Elodie"
"17","Dance Monkey","Tones And I"
"18","Tikibombom","Levante"
"19","Before You Go","Lewis Capaldi"
"20","Tusa","Karol G & Nicki Minaj"
