"rank","title","artist"
"1","Roma Bangkok","Baby K & Giusy Ferreri"
"2","What Do You Mean?","Justin Bieber"
"3","Lato Destro Del Cuore","Laura Pausini"
"4","El Perdon","Nicky Jam & Enrique Iglesias"
"5","Sugar","Robin Schulz & Francesco Yates"
"6","Renegades","X Ambassadors"
"7","Marvin Gaye","Charlie Puth & Meghan Trainor"
"8","Lean On","Major Lazer, Snake & MO"
"9","Maria Salvador","J-AX"
"10","Can't Feel My Face","Weeknd"
"11","Waiting For Love","Avicii"
"12","Drag Me Down","One Direction"
"13","Freedom","Pharrell Williams"
"14","Cheerleader","OMI"
"15","# Fuori C'e Il Sole","Lorenzo Fragola"
"16","How Deep Is Your Love","Calvin Harris & Disciples"
"17","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"18","Inifinity","One Direction"
"19","Are You With Me","Lost Frequencies"
"20","Firestone","Kygo & Conrad"
