"rank","title","artist"
"1","Happy","Pharrell Williams"
"2","Dannate Nuvole","Vasco Rossi"
"3","Jubel","Klingande"
"4","Rather Be","Clean Bandit & Jess Glynne"
"5","Controvento","Arisa"
"6","Changes","Faul"
"7","Magic","Coldplay"
"8","Dark Horse","Katy Perry"
"9","Tous Les Memes","Stromae"
"10","Stolen Dance","Milky Chance"
"11","Hey Brother","Avicii"
"12","Budapest","George Ezra"
"13","A Mano A Mano","Rino Gaetano"
"14","Timber","Pitbull & Ke$ha"
"15","Demons","Imagine Dragons"
"16","Vivendo Adesso","Francesco Renga"
"17","Let Her Go","Passenger"
"18","Dusty Men","Saule & Charlie Winston"
"19","1977","Ana Tijoux"
"20","Team","Lorde"
