"rank","title","artist"
"1","7","Ligabue"
"2","In Questa Storia Che E' La Mia","Claudio Baglioni"
"3","Famoso","Sfera Ebbasta"
"4","AHIA!","Pinguini Tattici Nucleari"
"5","Zerosettanta, Volume Uno","Renato Zero"
"6","D.O.C.","Zucchero"
"7","Accetto Miracoli","Tiziano Ferro"
"8","Zerosettanta, Volume Due","Renato Zero"
"9","Christmas","Michael Buble"
"10","Power Up","AC/DC"
