"rank","title","artist"
"1","Famoso","Sfera Ebbasta"
"2","Zerosettanta, Volume Uno","Renato Zero"
"3","Cassiopea: Italian Songbook","Mina"
"4","Orione: Italian Songbook","Mina"
"5","Accetto Miracoli","Tiziano Ferro"
"6","Zerosettanta, Volume Tre","Renato Zero"
"7","Power Up","AC/DC"
"8","Christmas","Michael Buble"
"9","Plastic Hearts","Miley Cyrus"
"10","BE","BTS"
