"rank","title","artist"
"1","Vita Vera Mixtape","Tedua"
"2","Mr Fini","Gue Pequeno"
"3","Gemelli","Ernia"
"4","J","Lazza"
"5","23 6451","tha Supreme"
"6","1990","Achille Lauro"
"7","Emanuele","Geolier"
"8","Kiss Kiss Play Summer 2020","Various Artists"
"9","Persona","Marracash"
"10","DNA","Ghali"
