"rank","title","artist"
"1","7","Ligabue"
"2","In Questa Storia Che E' La Mia","Claudio Baglioni"
"3","Famoso","Sfera Ebbasta"
"4","Zerosettanta, Volume Uno","Renato Zero"
"5","AHIA!","Pinguini Tattici Nucleari"
"6","Christmas","Michael Buble"
"7","QVC9","Gemitaiz"
"8","Zerosettanta, Volume Tre","Renato Zero"
"9","Accetto Miracoli","Tiziano Ferro"
"10","Mood","Nayt"
