"rank","title","artist"
"1","Accetto Miracoli","Tiziano Ferro"
"2","QVC9","Gemitaiz"
"3","Zerosettanta, Volume Due","Renato Zero"
"4","Padroni di Niente","Fiorella Mannoia"
"5","Letter To You","Bruce Springsteen"
"6","BV3","Bloody Vinyl"
"7","X Factor 2020: Mixtape","Soundtrack"
"8","Positions","Ariana Grande"
"9","Qualcosa di Nuovo","Max Pezzali"
"10","Floridiana","CoCo"
