Position,Track Name,Artist,Streams,URL,Country,Start Date,End Date 
19,Black Beatles,Rae Sremmurd,13484864,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,global,2017-01-13,2017-01-20
20,Side To Side,Ariana Grande,12533265,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,global,2017-01-13,2017-01-20
21,One Dance,Drake,12416721,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,global,2017-01-13,2017-01-20
22,Cold Water (feat. Justin Bieber & MØ),Major Lazer,12220216,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,global,2017-01-13,2017-01-20
23,Mercy,Shawn Mendes,12117665,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,global,2017-01-13,2017-01-20
24,In the Name of Love,Martin Garrix,11960712,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,global,2017-01-13,2017-01-20
25,All We Know,The Chainsmokers,11587191,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,global,2017-01-13,2017-01-20
26,"How Far I'll Go - From ""Moana""",Alessia Cara,11507268,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,global,2017-01-13,2017-01-20
27,All Night,The Vamps,11111069,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,global,2017-01-13,2017-01-20
28,Hear Me Now,Alok,10828136,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,global,2017-01-13,2017-01-20
29,Now and Later,Sage The Gemini,10624362,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,global,2017-01-13,2017-01-20
30,I Would Like,Zara Larsson,10503561,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,global,2017-01-13,2017-01-20
31,Shed a Light,Robin Schulz,10420854,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,global,2017-01-13,2017-01-20
32,My Way,Calvin Harris,10352351,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,global,2017-01-13,2017-01-20
33,Starving,Hailee Steinfeld,10237780,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,global,2017-01-13,2017-01-20
34,Scars To Your Beautiful,Alessia Cara,10191078,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,global,2017-01-13,2017-01-20
35,Love Me Now,John Legend,10111228,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,global,2017-01-13,2017-01-20
36,By Your Side,Jonas Blue,9747407,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,global,2017-01-13,2017-01-20
37,Heathens,Twenty One Pilots,9487799,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,global,2017-01-13,2017-01-20
38,Solo Dance,Martin Jensen,9222026,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,global,2017-01-13,2017-01-20
39,Alone,Alan Walker,9193283,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,global,2017-01-13,2017-01-20
40,Reggaetón Lento (Bailemos),CNCO,9188831,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,global,2017-01-13,2017-01-20
41,Treat You Better,Shawn Mendes,8972442,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,global,2017-01-13,2017-01-20
42,Bounce Back,Big Sean,8790513,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,global,2017-01-13,2017-01-20
43,Don't Let Me Down (feat. Daya),The Chainsmokers,8714212,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,global,2017-01-13,2017-01-20
44,Caroline,Aminé,8391667,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,global,2017-01-13,2017-01-20
45,All Time Low,Jon Bellion,8275992,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,global,2017-01-13,2017-01-20
46,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,7784192,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,global,2017-01-13,2017-01-20
47,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,7687635,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,global,2017-01-13,2017-01-20
48,Safari,J Balvin,7499922,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,global,2017-01-13,2017-01-20
49,The Greatest (feat. Kendrick Lamar),Sia,7408820,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,global,2017-01-13,2017-01-20
50,Despacito (Featuring Daddy Yankee),Luis Fonsi,7404438,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,global,2017-01-13,2017-01-20
51,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,7217098,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,global,2017-01-13,2017-01-20
52,Cheap Thrills,Sia,6850502,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,global,2017-01-13,2017-01-20
53,Photograph,Ed Sheeran,6840950,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,global,2017-01-13,2017-01-20
54,Human,Rag'n'Bone Man,6777470,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,global,2017-01-13,2017-01-20
55,Make Me (Cry),Noah Cyrus,6677226,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,global,2017-01-13,2017-01-20
56,Party Monster,The Weeknd,6553106,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,global,2017-01-13,2017-01-20
57,Water Under the Bridge,Adele,6504190,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,global,2017-01-13,2017-01-20
58,Otra vez (feat. J Balvin),Zion & Lennox,6345303,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,global,2017-01-13,2017-01-20
59,Sunset Lover,Petit Biscuit,6345012,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,global,2017-01-13,2017-01-20
60,Lot to Learn,Luke Christopher,6112520,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,global,2017-01-13,2017-01-20
61,The Mack,Nevada,6024279,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,global,2017-01-13,2017-01-20
62,Sexual,NEIKED,6022906,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,global,2017-01-13,2017-01-20
63,iSpy (feat. Lil Yachty),KYLE,5952070,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2017-01-13,2017-01-20
64,Don't Leave,Snakehips,5912030,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,global,2017-01-13,2017-01-20
65,Weak,AJR,5896910,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,global,2017-01-13,2017-01-20
66,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5851736,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,global,2017-01-13,2017-01-20
67,I Got You,Bebe Rexha,5842500,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,global,2017-01-13,2017-01-20
68,Vente Pa' Ca (feat. Maluma),Ricky Martin,5830717,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,global,2017-01-13,2017-01-20
69,Deja Vu,J. Cole,5646978,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,global,2017-01-13,2017-01-20
70,Setting Fires,The Chainsmokers,5474467,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,global,2017-01-13,2017-01-20
71,This Is What You Came For (feat. Rihanna),Calvin Harris,5472398,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,global,2017-01-13,2017-01-20
72,Ride,Twenty One Pilots,5416471,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,global,2017-01-13,2017-01-20
73,Perfect Strangers,Jonas Blue,5374660,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,global,2017-01-13,2017-01-20
74,Thinking out Loud,Ed Sheeran,5285689,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,global,2017-01-13,2017-01-20
75,Too Good,Drake,5248316,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,global,2017-01-13,2017-01-20
76,Lighthouse - Andrelli Remix,Hearts & Colors,5237564,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,global,2017-01-13,2017-01-20
77,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,5194019,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,global,2017-01-13,2017-01-20
78,Stressed Out,Twenty One Pilots,5177135,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,global,2017-01-13,2017-01-20
79,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,5133129,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,global,2017-01-13,2017-01-20
80,Faded,Alan Walker,5098159,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,global,2017-01-13,2017-01-20
81,Redbone,Childish Gambino,5074233,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,global,2017-01-13,2017-01-20
82,"i hate u, i love u (feat. olivia o'brien)",gnash,5057077,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,global,2017-01-13,2017-01-20
83,Panda,Desiigner,5031019,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,global,2017-01-13,2017-01-20
84,X (feat. Future),21 Savage,5022590,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,global,2017-01-13,2017-01-20
85,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,5019332,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,global,2017-01-13,2017-01-20
86,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4887947,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,global,2017-01-13,2017-01-20
87,Love Yourself,Justin Bieber,4799365,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,global,2017-01-13,2017-01-20
88,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,4796429,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,global,2017-01-13,2017-01-20
89,Versace on the Floor,Bruno Mars,4790622,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,global,2017-01-13,2017-01-20
90,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4783231,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,global,2017-01-13,2017-01-20
91,Sorry,Justin Bieber,4736856,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,global,2017-01-13,2017-01-20
92,Hymn for the Weekend - Seeb Remix,Coldplay,4590740,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,global,2017-01-13,2017-01-20
93,No Heart,21 Savage,4576890,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,global,2017-01-13,2017-01-20
94,No Lie,Sean Paul,4559329,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,global,2017-01-13,2017-01-20
95,Work,Rihanna,4556829,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,global,2017-01-13,2017-01-20
96,The Ocean (feat. Shy Martin),Mike Perry,4543931,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,global,2017-01-13,2017-01-20
97,Shout Out to My Ex,Little Mix,4535145,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,global,2017-01-13,2017-01-20
98,Sneakin’,Drake,4515458,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,global,2017-01-13,2017-01-20
99,Traicionera,Sebastian Yatra,4506437,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,global,2017-01-13,2017-01-20
100,It's Gotta Be You,Isaiah Firebrace,4466030,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,global,2017-01-13,2017-01-20
101,Controlla,Drake,4424224,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,global,2017-01-13,2017-01-20
102,La Bicicleta,Carlos Vives,4400205,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,global,2017-01-13,2017-01-20
103,On Hold,The xx,4391043,https://open.spotify.com/track/5CPqOpKSk0QcJ3dGdaWcRB,global,2017-01-13,2017-01-20
104,Not Going Home (feat. Gia Koka),DVBBS,4379562,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,global,2017-01-13,2017-01-20
105,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,4314051,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,global,2017-01-13,2017-01-20
106,Sidewalks,The Weeknd,4287636,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,global,2017-01-13,2017-01-20
107,Six Feet Under,The Weeknd,4272993,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,global,2017-01-13,2017-01-20
108,Capsize,FRENSHIP,4251870,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,global,2017-01-13,2017-01-20
109,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,4247016,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,global,2017-01-13,2017-01-20
110,Needed Me,Rihanna,4237026,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,global,2017-01-13,2017-01-20
111,Fresh Eyes,Andy Grammer,4193370,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,global,2017-01-13,2017-01-20
112,Light,San Holo,4154079,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,global,2017-01-13,2017-01-20
113,Dile Que Tu Me Quieres,Ozuna,4142194,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,global,2017-01-13,2017-01-20
114,7 Years,Lukas Graham,4038470,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,global,2017-01-13,2017-01-20
115,September Song,JP Cooper,4006160,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,global,2017-01-13,2017-01-20
116,This Town,Niall Horan,3991313,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,global,2017-01-13,2017-01-20
117,Love On The Brain,Rihanna,3991235,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,global,2017-01-13,2017-01-20
118,Cake By The Ocean,DNCE,3988320,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,global,2017-01-13,2017-01-20
119,Cake - Challenge Version,Flo Rida,3936452,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,global,2017-01-13,2017-01-20
120,Say Something Loving,The xx,3923573,https://open.spotify.com/track/728zbo72kOoYdGR3AhNsyF,global,2017-01-13,2017-01-20
121,Vacaciones,Wisin,3923237,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,global,2017-01-13,2017-01-20
122,You Was Right,Lil Uzi Vert,3910990,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,global,2017-01-13,2017-01-20
123,Me llamas (feat. Maluma) - Remix,Piso 21,3907774,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2017-01-13,2017-01-20
124,Into You,Ariana Grande,3860986,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,global,2017-01-13,2017-01-20
125,Dancing On My Own,Calum Scott,3859946,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,global,2017-01-13,2017-01-20
126,Middle,DJ Snake,3835484,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,global,2017-01-13,2017-01-20
127,Shaky Shaky,Daddy Yankee,3796409,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,global,2017-01-13,2017-01-20
128,Touch,Little Mix,3795116,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,global,2017-01-13,2017-01-20
129,Swang,Rae Sremmurd,3794879,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,global,2017-01-13,2017-01-20
130,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,3782977,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,global,2017-01-13,2017-01-20
131,Love on Me,Galantis,3754455,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,global,2017-01-13,2017-01-20
132,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,3736211,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,global,2017-01-13,2017-01-20
133,Send My Love (To Your New Lover),Adele,3725872,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,global,2017-01-13,2017-01-20
134,You Don't Know Me - Radio Edit,Jax Jones,3657153,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,global,2017-01-13,2017-01-20
135,Lean On (feat. MØ & DJ Snake),Major Lazer,3633427,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,global,2017-01-13,2017-01-20
136,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3622601,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2017-01-13,2017-01-20
137,Fast Car,Jonas Blue,3606420,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,global,2017-01-13,2017-01-20
138,T-Shirt,Migos,3593218,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,global,2017-01-13,2017-01-20
139,Final Song,MØ,3578616,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,global,2017-01-13,2017-01-20
140,Taped up Heart (feat. Clara Mae),KREAM,3528959,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,global,2017-01-13,2017-01-20
141,Oceans Away,A R I Z O N A,3510064,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,global,2017-01-13,2017-01-20
142,Oh Lord,MiC LOWRY,3504674,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,global,2017-01-13,2017-01-20
143,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,3498906,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,global,2017-01-13,2017-01-20
144,Dangerous,The xx,3445230,https://open.spotify.com/track/33B2QbtAj8mbDpwvGTOnBt,global,2017-01-13,2017-01-20
145,pick up the phone,Young Thug,3412463,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,global,2017-01-13,2017-01-20
146,Roses (feat. ROZES),The Chainsmokers,3412220,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,global,2017-01-13,2017-01-20
147,"Me, Myself & I",G-Eazy,3387987,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,global,2017-01-13,2017-01-20
148,Hello,Adele,3355641,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,global,2017-01-13,2017-01-20
149,Andas En Mi Cabeza,Chino & Nacho,3337025,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,global,2017-01-13,2017-01-20
150,The Greatest,Sia,3260742,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,global,2017-01-13,2017-01-20
151,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3254692,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,global,2017-01-13,2017-01-20
152,That's What I Like,Bruno Mars,3236661,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,global,2017-01-13,2017-01-20
153,History,Olivia Holt,3234109,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,global,2017-01-13,2017-01-20
154,Stitches,Shawn Mendes,3231421,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,global,2017-01-13,2017-01-20
155,Sex,Cheat Codes,3204881,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,global,2017-01-13,2017-01-20
156,Let It Go,James Bay,3189932,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,global,2017-01-13,2017-01-20
157,Lush Life,Zara Larsson,3183127,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,global,2017-01-13,2017-01-20
158,Reminder,The Weeknd,3134107,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,global,2017-01-13,2017-01-20
159,OOOUUU,Young M.A,3122544,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,global,2017-01-13,2017-01-20
160,Love$ick,Mura Masa,3113843,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,global,2017-01-13,2017-01-20
161,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,3113446,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,global,2017-01-13,2017-01-20
162,Deu Onda,MC G15,3091442,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,global,2017-01-13,2017-01-20
163,The Hills,The Weeknd,3090235,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,global,2017-01-13,2017-01-20
164,What Do You Mean?,Justin Bieber,3068777,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,global,2017-01-13,2017-01-20
165,Neighbors,J. Cole,3054681,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,global,2017-01-13,2017-01-20
166,Borro Cassette,Maluma,3042110,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,global,2017-01-13,2017-01-20
167,Cocoon,Milky Chance,3035840,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,global,2017-01-13,2017-01-20
168,PILLOWTALK,ZAYN,3018808,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,global,2017-01-13,2017-01-20
169,Ain't My Fault,Zara Larsson,3012817,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,global,2017-01-13,2017-01-20
170,Romantic - NOTD Remix,Stanaj,3011862,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,global,2017-01-13,2017-01-20
171,Let Me Hold You (Turn Me On),Dante Klein,2996623,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,global,2017-01-13,2017-01-20
172,Moves,Big Sean,2989260,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,global,2017-01-13,2017-01-20
173,Die For You,The Weeknd,2976352,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,global,2017-01-13,2017-01-20
174,Gyal You A Party Animal - Remix,Charly Black,2974670,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,global,2017-01-13,2017-01-20
175,Used to This (feat. Drake),Future,2973816,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,global,2017-01-13,2017-01-20
176,The Other,Lauv,2972160,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,global,2017-01-13,2017-01-20
177,Hotline Bling,Drake,2969753,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,global,2017-01-13,2017-01-20
178,Low Life (feat. The Weeknd),Future,2964990,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,global,2017-01-13,2017-01-20
179,goosebumps,Travis Scott,2962736,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,global,2017-01-13,2017-01-20
180,No Role Modelz,J. Cole,2957867,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,global,2017-01-13,2017-01-20
181,Jumpman,Drake,2952379,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,global,2017-01-13,2017-01-20
182,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,2912871,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,global,2017-01-13,2017-01-20
183,On My Way,Tiësto,2907354,https://open.spotify.com/track/4hiUYb2nb6NlfTP9CD38Pe,global,2017-01-13,2017-01-20
184,Million Reasons,Lady Gaga,2901409,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,global,2017-01-13,2017-01-20
185,Party (feat. Usher & Gucci Mane),Chris Brown,2893019,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,global,2017-01-13,2017-01-20
186,'Till I Collapse,Eminem,2892172,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,global,2017-01-13,2017-01-20
187,Dynamite (feat. Pretty Sister),Nause,2833152,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,global,2017-01-13,2017-01-20
188,Issues,Julia Michaels,2832224,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,global,2017-01-13,2017-01-20
189,Not Afraid Anymore,Halsey,2827992,https://open.spotify.com/track/1uoL9GX45dTnmrWQ7Ii1Ft,global,2017-01-13,2017-01-20
190,Let Her Go,Passenger,2809452,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,global,2017-01-13,2017-01-20
191,Never Be Like You,Flume,2804818,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,global,2017-01-13,2017-01-20
192,Rockin’,The Weeknd,2795395,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,global,2017-01-13,2017-01-20
193,All of Me,John Legend,2794313,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,global,2017-01-13,2017-01-20
194,Chillax (feat. Ky-Mani Marley),Farruko,2786973,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,global,2017-01-13,2017-01-20
195,Te Quiero Pa´Mi,Don Omar,2763227,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,global,2017-01-13,2017-01-20
196,Somebody Else,VÉRITÉ,2753947,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO,global,2017-01-13,2017-01-20
197,No Money,Galantis,2750239,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,global,2017-01-13,2017-01-20
198,Lips,The xx,2705104,https://open.spotify.com/track/1onfcprzpSGh2LqrBh17AA,global,2017-01-13,2017-01-20
199,Can't Feel My Face,The Weeknd,2694184,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,global,2017-01-13,2017-01-20
200,I Dare You,The xx,2692337,https://open.spotify.com/track/044qU7kwVZaDwzWnRsmVVL,global,2017-01-13,2017-01-20
1,Shape of You,Ed Sheeran,51124648,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,global,2017-01-20,2017-01-27
2,Paris,The Chainsmokers,28197386,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,global,2017-01-20,2017-01-27
3,Castle on the Hill,Ed Sheeran,25030348,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,global,2017-01-20,2017-01-27
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,23493247,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,global,2017-01-20,2017-01-27
5,Starboy,The Weeknd,22925769,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,global,2017-01-20,2017-01-27
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,22525750,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,global,2017-01-20,2017-01-27
7,Closer,The Chainsmokers,19330447,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,global,2017-01-20,2017-01-27
8,Say You Won't Let Go,James Arthur,19155590,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,global,2017-01-20,2017-01-27
9,I Feel It Coming,The Weeknd,18241454,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,global,2017-01-20,2017-01-27
