Position,Track Name,Artist,Streams,URL,Country,Start Date,End Date 
72,It's Gotta Be You,Isaiah Firebrace,5939137,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,global,2017-02-24,2017-03-03
73,Touch,Little Mix,5788383,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,global,2017-02-24,2017-03-03
74,Heathens,Twenty One Pilots,5756220,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,global,2017-02-24,2017-03-03
75,Mercy,Shawn Mendes,5742455,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,global,2017-02-24,2017-03-03
76,History,Olivia Holt,5734594,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,global,2017-02-24,2017-03-03
77,Don't Let Me Down (feat. Daya),The Chainsmokers,5720206,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,global,2017-02-24,2017-03-03
78,September Song,JP Cooper,5691666,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,global,2017-02-24,2017-03-03
79,Caroline,Aminé,5661386,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,global,2017-02-24,2017-03-03
80,Treat You Better,Shawn Mendes,5655146,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,global,2017-02-24,2017-03-03
81,Photograph,Ed Sheeran,5632486,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,global,2017-02-24,2017-03-03
82,Vente Pa' Ca (feat. Maluma),Ricky Martin,5446085,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,global,2017-02-24,2017-03-03
83,Party Monster,The Weeknd,5420717,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,global,2017-02-24,2017-03-03
84,All We Know,The Chainsmokers,5394209,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,global,2017-02-24,2017-03-03
85,Scars To Your Beautiful,Alessia Cara,5389575,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,global,2017-02-24,2017-03-03
86,La Rompe Corazones,Daddy Yankee,5229454,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,global,2017-02-24,2017-03-03
87,Me llamas (feat. Maluma) - Remix,Piso 21,5216646,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2017-02-24,2017-03-03
88,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,5182271,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,global,2017-02-24,2017-03-03
89,Thinking out Loud,Ed Sheeran,5135338,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,global,2017-02-24,2017-03-03
90,Vacaciones,Wisin,5126841,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,global,2017-02-24,2017-03-03
91,Love On The Brain,Rihanna,5115339,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,global,2017-02-24,2017-03-03
92,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,5016836,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,global,2017-02-24,2017-03-03
93,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,4966505,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,global,2017-02-24,2017-03-03
94,Moves,Big Sean,4935843,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,global,2017-02-24,2017-03-03
95,Skin,Rag'n'Bone Man,4873364,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf,global,2017-02-24,2017-03-03
96,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,4848437,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,global,2017-02-24,2017-03-03
97,By Your Side,Jonas Blue,4840250,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,global,2017-02-24,2017-03-03
98,Love Me Now,John Legend,4812995,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,global,2017-02-24,2017-03-03
99,Romantic - NOTD Remix,Stanaj,4808242,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,global,2017-02-24,2017-03-03
100,Make Me (Cry),Noah Cyrus,4796584,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,global,2017-02-24,2017-03-03
101,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,4788967,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,global,2017-02-24,2017-03-03
102,Redbone,Childish Gambino,4775966,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,global,2017-02-24,2017-03-03
103,The Other,Lauv,4716774,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,global,2017-02-24,2017-03-03
104,Versace on the Floor,Bruno Mars,4695073,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,global,2017-02-24,2017-03-03
105,Cake - Challenge Version,Flo Rida,4687790,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,global,2017-02-24,2017-03-03
106,Sooner Or Later,Aaron Carter,4627867,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe,global,2017-02-24,2017-03-03
107,Stressed Out,Twenty One Pilots,4626638,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,global,2017-02-24,2017-03-03
108,Me Rehúso,Danny Ocean,4614116,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,global,2017-02-24,2017-03-03
109,Oceans Away,A R I Z O N A,4585951,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,global,2017-02-24,2017-03-03
110,Ride,Twenty One Pilots,4557612,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,global,2017-02-24,2017-03-03
111,goosebumps,Travis Scott,4511859,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,global,2017-02-24,2017-03-03
112,No Lie,Sean Paul,4439705,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,global,2017-02-24,2017-03-03
113,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,4434805,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,global,2017-02-24,2017-03-03
114,Be the One,Dua Lipa,4393148,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol,global,2017-02-24,2017-03-03
115,Faded,Alan Walker,4371364,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,global,2017-02-24,2017-03-03
116,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,4364720,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2017-02-24,2017-03-03
117,Perfect Strangers,Jonas Blue,4350701,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,global,2017-02-24,2017-03-03
118,Cheap Thrills,Sia,4299672,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,global,2017-02-24,2017-03-03
119,The Greatest (feat. Kendrick Lamar),Sia,4294373,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,global,2017-02-24,2017-03-03
120,Down,Marian Hill,4217149,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,global,2017-02-24,2017-03-03
121,Sexual,NEIKED,4205051,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,global,2017-02-24,2017-03-03
122,Shooting Stars,Bag Raiders,4197586,https://open.spotify.com/track/0UeYCHOETPfai02uskjJ3x,global,2017-02-24,2017-03-03
123,Love Yourself,Justin Bieber,4192949,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,global,2017-02-24,2017-03-03
124,This Is What You Came For (feat. Rihanna),Calvin Harris,4184231,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,global,2017-02-24,2017-03-03
125,La Bicicleta,Carlos Vives,4169708,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,global,2017-02-24,2017-03-03
126,Million Reasons,Lady Gaga,4164623,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,global,2017-02-24,2017-03-03
127,Dile Que Tu Me Quieres,Ozuna,4159072,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,global,2017-02-24,2017-03-03
128,X (feat. Future),21 Savage,4150253,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,global,2017-02-24,2017-03-03
129,Big For Your Boots,Stormzy,4145970,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC,global,2017-02-24,2017-03-03
130,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,4140498,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,global,2017-02-24,2017-03-03
131,Panda,Desiigner,4108999,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,global,2017-02-24,2017-03-03
132,No Heart,21 Savage,4091816,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,global,2017-02-24,2017-03-03
133,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,4059183,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,global,2017-02-24,2017-03-03
134,Gyal You A Party Animal - Remix,Charly Black,4057410,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,global,2017-02-24,2017-03-03
135,Traicionera,Sebastian Yatra,4043133,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,global,2017-02-24,2017-03-03
136,Sorry,Justin Bieber,4019660,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,global,2017-02-24,2017-03-03
137,Too Good,Drake,4007446,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,global,2017-02-24,2017-03-03
138,Reminder,The Weeknd,3951488,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,global,2017-02-24,2017-03-03
139,Lot to Learn,Luke Christopher,3944495,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,global,2017-02-24,2017-03-03
140,Tuesday,Burak Yeter,3896328,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,global,2017-02-24,2017-03-03
141,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,3849332,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,global,2017-02-24,2017-03-03
142,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,3832644,https://open.spotify.com/track/5fc6rQgAKiLutfUYWQ6QnJ,global,2017-02-24,2017-03-03
143,Deja Vu,J. Cole,3831847,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,global,2017-02-24,2017-03-03
144,Te Quiero Pa´Mi,Don Omar,3815103,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,global,2017-02-24,2017-03-03
145,"i hate u, i love u (feat. olivia o'brien)",gnash,3807381,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,global,2017-02-24,2017-03-03
146,Both (feat. Drake),Gucci Mane,3801432,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,global,2017-02-24,2017-03-03
147,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,3757213,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,global,2017-02-24,2017-03-03
148,Location,Khalid,3721007,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,global,2017-02-24,2017-03-03
149,Capsize,FRENSHIP,3705259,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,global,2017-02-24,2017-03-03
150,No Favors,Big Sean,3688569,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8,global,2017-02-24,2017-03-03
151,Fresh Eyes,Andy Grammer,3634998,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,global,2017-02-24,2017-03-03
152,Heavy (feat. Kiiara),Linkin Park,3617276,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,global,2017-02-24,2017-03-03
153,7 Years,Lukas Graham,3566255,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,global,2017-02-24,2017-03-03
154,Andas En Mi Cabeza,Chino & Nacho,3519519,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,global,2017-02-24,2017-03-03
155,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,3517503,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,global,2017-02-24,2017-03-03
156,Controlla,Drake,3515353,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,global,2017-02-24,2017-03-03
157,Work,Rihanna,3509780,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,global,2017-02-24,2017-03-03
158,Needed Me,Rihanna,3428115,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,global,2017-02-24,2017-03-03
159,Shout Out to My Ex,Little Mix,3419167,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,global,2017-02-24,2017-03-03
160,Sneakin’,Drake,3404881,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,global,2017-02-24,2017-03-03
161,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3362734,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,global,2017-02-24,2017-03-03
162,Cake By The Ocean,DNCE,3360895,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,global,2017-02-24,2017-03-03
163,I Love You,Axwell /\ Ingrosso,3351269,https://open.spotify.com/track/11Fo4dAH31K7UZHGqCkCmE,global,2017-02-24,2017-03-03
164,Shaky Shaky,Daddy Yankee,3336222,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,global,2017-02-24,2017-03-03
165,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,3297363,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,global,2017-02-24,2017-03-03
166,Send My Love (To Your New Lover),Adele,3294836,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,global,2017-02-24,2017-03-03
167,Hello,Adele,3281190,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,global,2017-02-24,2017-03-03
168,The Mack,Nevada,3268770,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,global,2017-02-24,2017-03-03
169,Into You,Ariana Grande,3263863,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,global,2017-02-24,2017-03-03
170,Lean On (feat. MØ & DJ Snake),Major Lazer,3263073,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,global,2017-02-24,2017-03-03
171,Low Life (feat. The Weeknd),Future,3261211,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,global,2017-02-24,2017-03-03
172,Thumbs,Sabrina Carpenter,3249099,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,global,2017-02-24,2017-03-03
173,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,3243026,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,global,2017-02-24,2017-03-03
174,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,3223687,https://open.spotify.com/track/1KqvRRQd3lfM0pAlkGPrgD,global,2017-02-24,2017-03-03
175,Let It Go,James Bay,3218630,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,global,2017-02-24,2017-03-03
176,pick up the phone,Young Thug,3217922,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,global,2017-02-24,2017-03-03
177,Some Way,NAV,3215289,https://open.spotify.com/track/7zxRMhXxJMQCeDDg0rKAVo,global,2017-02-24,2017-03-03
178,White Iverson,Post Malone,3176659,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,global,2017-02-24,2017-03-03
179,This Town,Niall Horan,3171710,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,global,2017-02-24,2017-03-03
180,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,3159236,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,global,2017-02-24,2017-03-03
181,Chillax (feat. Ky-Mani Marley),Farruko,3143355,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,global,2017-02-24,2017-03-03
182,PILLOWTALK,ZAYN,3113208,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,global,2017-02-24,2017-03-03
183,Borro Cassette,Maluma,3108989,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,global,2017-02-24,2017-03-03
184,Rent Money,Future,3103670,https://open.spotify.com/track/4Zxdw0Hno7YDu0IzvY76Qo,global,2017-02-24,2017-03-03
185,Slippery (feat. Gucci Mane),Migos,3089477,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,global,2017-02-24,2017-03-03
186,Lighthouse - Andrelli Remix,Hearts & Colors,3077502,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,global,2017-02-24,2017-03-03
187,No Role Modelz,J. Cole,3076047,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,global,2017-02-24,2017-03-03
188,Not Going Home (feat. Gia Koka),DVBBS,3073872,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,global,2017-02-24,2017-03-03
189,Hymn for the Weekend - Seeb Remix,Coldplay,3053328,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,global,2017-02-24,2017-03-03
190,Shape of You - Stormzy Remix,Ed Sheeran,3047032,https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo,global,2017-02-24,2017-03-03
191,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,3035635,https://open.spotify.com/track/4nDfc6F2uVcc6wdG7kBzWO,global,2017-02-24,2017-03-03
192,Let Her Go,Passenger,3022515,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,global,2017-02-24,2017-03-03
193,Stitches,Shawn Mendes,3014398,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,global,2017-02-24,2017-03-03
194,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,2997751,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,global,2017-02-24,2017-03-03
195,Lush Life,Zara Larsson,2986095,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,global,2017-02-24,2017-03-03
196,Final Song,MØ,2985261,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,global,2017-02-24,2017-03-03
197,All of Me,John Legend,2982255,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,global,2017-02-24,2017-03-03
198,'Till I Collapse,Eminem,2977408,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,global,2017-02-24,2017-03-03
199,Lights Down Low,MAX,2977306,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori,global,2017-02-24,2017-03-03
200,Way down We Go,KALEO,2969272,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6,global,2017-02-24,2017-03-03
1,Shape of You,Ed Sheeran,64275251,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,global,2017-03-03,2017-03-10
2,Galway Girl,Ed Sheeran,31104147,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,global,2017-03-03,2017-03-10
3,It Ain't Me (with Selena Gomez),Kygo,30924578,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,global,2017-03-03,2017-03-10
4,Castle on the Hill,Ed Sheeran,30879091,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,global,2017-03-03,2017-03-10
5,Something Just Like This,The Chainsmokers,30048981,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,global,2017-03-03,2017-03-10
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25353217,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,global,2017-03-03,2017-03-10
7,Perfect,Ed Sheeran,24795623,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,global,2017-03-03,2017-03-10
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,24300989,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,global,2017-03-03,2017-03-10
9,Paris,The Chainsmokers,23994427,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,global,2017-03-03,2017-03-10
10,Happier,Ed Sheeran,23574465,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,global,2017-03-03,2017-03-10
11,Dive,Ed Sheeran,22553712,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,global,2017-03-03,2017-03-10
12,New Man,Ed Sheeran,21770023,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,global,2017-03-03,2017-03-10
13,Scared to Be Lonely,Martin Garrix,20612697,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,global,2017-03-03,2017-03-10
14,What Do I Know?,Ed Sheeran,20447566,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,global,2017-03-03,2017-03-10
15,Chained To The Rhythm,Katy Perry,19922525,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,global,2017-03-03,2017-03-10
16,That's What I Like,Bruno Mars,19566959,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,global,2017-03-03,2017-03-10
17,How Would You Feel (Paean),Ed Sheeran,18961530,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,global,2017-03-03,2017-03-10
18,Issues,Julia Michaels,18552616,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,global,2017-03-03,2017-03-10
19,Stay (with Alessia Cara),Zedd,18104813,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,global,2017-03-03,2017-03-10
20,Eraser,Ed Sheeran,17804253,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,global,2017-03-03,2017-03-10
21,Supermarket Flowers,Ed Sheeran,17530459,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,global,2017-03-03,2017-03-10
22,Barcelona,Ed Sheeran,17244400,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,global,2017-03-03,2017-03-10
23,Hearts Don't Break Around Here,Ed Sheeran,16884912,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,global,2017-03-03,2017-03-10
24,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,16514834,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,global,2017-03-03,2017-03-10
25,Slide (feat. Frank Ocean & Migos),Calvin Harris,16043653,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,global,2017-03-03,2017-03-10
26,Nancy Mulligan,Ed Sheeran,15959194,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ,global,2017-03-03,2017-03-10
27,Green Light,Lorde,15831659,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5,global,2017-03-03,2017-03-10
28,I Feel It Coming,The Weeknd,15511687,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,global,2017-03-03,2017-03-10
29,Say You Won't Let Go,James Arthur,15317193,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,global,2017-03-03,2017-03-10
30,Cold,Maroon 5,15251550,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,global,2017-03-03,2017-03-10
31,Believer,Imagine Dragons,14809718,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,global,2017-03-03,2017-03-10
32,Bibia Be Ye Ye,Ed Sheeran,14593615,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,global,2017-03-03,2017-03-10
33,Closer,The Chainsmokers,14259540,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,global,2017-03-03,2017-03-10
34,Call On Me - Ryan Riback Extended Remix,Starley,14094685,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,global,2017-03-03,2017-03-10
35,iSpy (feat. Lil Yachty),KYLE,13773368,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2017-03-03,2017-03-10
36,Starboy,The Weeknd,13675604,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,global,2017-03-03,2017-03-10
37,Save Myself,Ed Sheeran,13630733,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj,global,2017-03-03,2017-03-10
38,Bad and Boujee (feat. Lil Uzi Vert),Migos,12838492,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,global,2017-03-03,2017-03-10
39,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,12785418,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,global,2017-03-03,2017-03-10
40,"How Far I'll Go - From ""Moana""",Alessia Cara,12466428,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,global,2017-03-03,2017-03-10
41,Chantaje (feat. Maluma),Shakira,11958758,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,global,2017-03-03,2017-03-10
42,Mask Off,Future,11520517,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,global,2017-03-03,2017-03-10
43,Solo Dance,Martin Jensen,11302994,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,global,2017-03-03,2017-03-10
44,Weak,AJR,10795072,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,global,2017-03-03,2017-03-10
45,Just Hold On,Steve Aoki,10777435,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,global,2017-03-03,2017-03-10
46,All Time Low,Jon Bellion,10604519,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,global,2017-03-03,2017-03-10
47,All Night,The Vamps,10572904,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,global,2017-03-03,2017-03-10
48,El Amante,Nicky Jam,10565160,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,global,2017-03-03,2017-03-10
49,Bounce Back,Big Sean,10370374,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,global,2017-03-03,2017-03-10
50,Congratulations,Post Malone,9985597,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,global,2017-03-03,2017-03-10
51,Let Me Love You,DJ Snake,9956379,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,global,2017-03-03,2017-03-10
52,Bad Things (with Camila Cabello),Machine Gun Kelly,9928709,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,global,2017-03-03,2017-03-10
53,Fake Love,Drake,9486977,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,global,2017-03-03,2017-03-10
54,You Don't Know Me - Radio Edit,Jax Jones,9329182,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,global,2017-03-03,2017-03-10
55,24K Magic,Bruno Mars,9320564,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,global,2017-03-03,2017-03-10
56,Tunnel Vision,Kodak Black,9029513,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,global,2017-03-03,2017-03-10
57,Don't Wanna Know,Maroon 5,9020955,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,global,2017-03-03,2017-03-10
58,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,8627793,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,global,2017-03-03,2017-03-10
59,Reggaetón Lento (Bailemos),CNCO,8514642,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,global,2017-03-03,2017-03-10
