id;original_song_name;original_artists_name;song_name;artists_names
3RaqIAipLoQLVVNm41IMnJ;did it again (lo hecho esta hecho);shakira;Did It Again;['Shakira']
5VcSCItOla8P0lXOOZS5KS;revolver;madonna feat. lil wayne;Revolver (feat. Lil Wayne);['Madonna', 'Lil Wayne']
6i81qFkru6Kj1IEsB7KNp2;just breathe;pearl jam;Just Breathe;['Pearl Jam']
6tVwi09OwB7zVYV0NUajeP;we weren' t born to follow;bon jovi;We Weren't Born To Follow;['Bon Jovi']
7HWL66vVd2KGQqS8OPKbdJ;we wish you a merry christmas;the hallelujah choir;We Wish You A Merry Christmas;['The Hallelujah Choir']
5sra5UY6sD658OabHL3QtI;empire state of mind (part ii);alicia keys;Empire State of Mind (Part II) Broken Down;['Alicia Keys']
2I6IeSyW701c7OP82Juhvo;december song;george michael;December Song (I Dreamed Of Christmas);['George Michael']
77vB2d5j37MvxNP1qHaReK;una donna migliore;yavanna;Il Tempo, una Donna, la Città - Remastered;['Pooh']
2jkH1h2Jve0ZMMui7x1CAq;squander;skunk anansie;Squander - Live and Acoustic;['Skunk Anansie']
0MLX5HfrTW59Mau7UZ8wCP;down;jay sean feat. lil wayne;Down;['Jay Sean', 'Lil Wayne']
53kn0b0mZNuA6pYf6526Jk;santa claus is coming to town;andrea bocelli;Santa Claus Is Coming To Town;['Andrea Bocelli']
2ESvwuxy786uTcnUM1QDlK;sweet disposition;temper trap;Sweet Disposition;['The Temper Trap']
2Jvi5PGnK1W6WWA2vNLzzk;imagine;marco carta;Imagine;['Marco Carta']
0SUKNXEqZnRw7g0NO139FM;let it snow! let it snow! let it snow!;frank sinatra;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);['Frank Sinatra', 'B. Swanson Quartet']
1jQJPqtsGEFavXoFIXjrRQ;adesso è facile;mina;Adesso è facile (feat. Afterhours);['Mina', 'Afterhours']
5GGK9bLbV9WSrDTSUEXwk9;baciami ancora;jovanotti;Baciami Ancora;['Jovanotti']
3DamFFqW32WihKkTVlwTYQ;fireflies;owl city;Fireflies;['Owl City']
0ChZzNdwxliKThzOeIowVG;il cammino;eros ramazzotti;Il cammino;['Eros Ramazzotti']
6mmtxbG5pzkrJ0BrSdg9uW;morning after dark;timbaland feat. nelly furtado;Morning After Dark (Featuring Nelly Furtado & SoShy);['Timbaland', 'Nelly Furtado', 'Soshy']
4wePmo3NFms8qoy3GJ2bmX;sei sempre stata mia;gianluca grignani;Sei Sempre Stata Mia;['George Sotto']
0Xwfq9T1CruynQcHKY1hs4;hold on;michael bublé;Hold On;['Michael Bublé']
7v6VY1awyzPdZeyWF8kBD2;buona fortuna;alex britti;Buona Fortuna;['Alex Britti']
5XRHGXut00SrJUFmcn2lQF;all the right moves;onerepublic;All The Right Moves;['OneRepublic']
4N14zpfgrRzC87uvx6X4zJ;nessuno;neffa;Nei giardini che nessuno sa - Remastered 2019;['Renato Zero']
3ipq9M33p5OpFkQ3VVPPf0;la prima cosa bella;malika ayane;La Prima Cosa Bella;['Malika Ayane']
1HW9pJ7YxwQ5OTuCrwBNKV;3 words;cheryl cole;3 Words;['Cheryl', 'will.i.am']
5KwYd278TmyAkLs686tsyw;stranded;hope for haiti feat .jay-z, bono, the edge & rihanna;Stranded;['Heart']
360UM2DaiHZPRu0EsrOvMp;if we ever meet again;timbaland feat. katy perry;If We Ever Meet Again (Featuring Katy Perry);['Timbaland', 'Katy Perry']
6u9RqxALwkjJ1ukB1y8vuP;you' ve got the love;florence & the machine;You've Got The Love;['Florence + The Machine']
3sCBw7YMRbQC65a3g9xyZT;io che non vivo senza te;francesco renga;Io Che Non Vivo Senza Te;['Francesco Renga']
6Lh7tVZsdxMlErYCVD6XDr;quando quando quando;fergie;Quando Quando Quando;['Fergie']
02TVrXmI9EBYpuSdmTr4gn;i see you;leona lewis;I See You (Theme from Avatar);['Leona Lewis']
6kgqJcaGSm7fOObNTpgOOX;don't stop believin';glee cast;Don’t Stop Believin’ (2009);['Boyce Avenue']
7HCDt1bhboLVeixmhFHDX9;owl city;fireflies;Fireflies (Owl City);['Dancetronix']
5hWO5LxP0HeK5kgOe0qlpL;mi sei venuto a cercare tu;alessandra amoroso;Mi Sei Venuto A Cercare Tu;['Alessandra Amoroso']
0sNKiz82ATCvT3f3XVVUUj;why don' t you;gramophonedzie;Why Don't You Get A Job;['The Offspring']
1WPvjEWJvfKfdWmiP59ASw;respiro;le vibrazioni;Respiro;['Le Vibrazioni']
5vlEg2fT4cFWAqU5QptIpQ;replay;iyaz;Replay;['Iyaz']
6dMQuOXNGWXlSXesJvfUgd;you don't know;milow;You Don't Know;['Milow']
7wkMLh8NnZA1BmKNyBDUfV;stylo;gorillaz feat. mos def & bobby;Stylo (feat. Mos Def and Bobby Womack);['Gorillaz', 'Bobby Womack', 'Mos Def']
7u2v6QEQ47eL2kZ3O6IXvp;ragazza occhi cielo;loredana errore;Ragazza occhi cielo;['Loredana Errore']
07rhyW77lp2bGv8EQoZy6k;we are the world: 25 for haiti;artists for haiti;We Are the World 25 for Haiti;['Artists for Haiti']
1xRL56qZoQAhDY7GD2YLtn;helping haiti;everybody hurts;What Can I Give (Helping Haiti Version);['Raising Lazarus']
3FvSoFmFbG3qK9cnt58c9Z;non guardarmi così;zero assoluto;Non guardarmi così;['Zero Assoluto']
0ImJecAguWizQPqbYpr5k4;sto benissimo;ordarada;Sto Benissimo;['Daniele Silvestri']
782Y1JrT2gvmyAJmT73BMg;scusa ma ti voglio sposare;sugarfree;Scusa Ma Ti Voglio Sposare;['Sugarfree']
0bgsj8kz5zWbQ6njk2Oqoz;soldier of love;sade;Soldier of Love;['Sade']
6sNDXO3aw84pUzSBjErLKY;meravigliosa;emma;"Sequenza 5 (From ""La donna e' una cosa meravigliosa"")";['Piero Piccioni']
0gF84HJBgPDAWStZndnvLO;unchained melody;dionne warwick;Unchained Melody;['Dionne Warwick']
6zcEnCS2mCYsv9nL356TYY;per tutta la vita;noemi;Per tutta la vita;['Noemi']
1LGRfzI8nG4q36fBtOmwSQ;ricomincio da qui;malika ayane;Ricomincio Da Qui;['Malika Ayane']
27SrpntFinazCw8mDuOeC5;credimi ancora;marco mengoni;Credimi ancora;['Marco Mengoni']
53ehR92whzj2enxnuWsOIw;malamorenó;arisa;Malamorenò;['Arisa']
3Kez4HiZrJQbKsNeXr2M0o;la verità;povia;La Verità;['Povia']
1XdlyUiGS8IIOTwNDuvCt8;per tutte le volte che...;valerio scanu;Per tutte le volte che;['Franco Tufano']
0SrP7bWzZzT78obX4MRCBg;la cometa di halley;irene grandi;La cometa di Halley;['Irene Grandi']
0QZSwe31W0WTu0uY7tFMAn;meno male;simone cristicchi;Meno male - Remastered 2019;['Simone Cristicchi']
0aB2ybIOsIowCOTFSSX1Pn;il mondo piange;irene fornaciari;Il Mondo Piange;['Irene Fornaciari']
2cEvp4VBDefUNpI7ICxfcE;non è una canzone;fabrizio moro;Non è una canzone - Sanremo 2010;['Fabrizio Moro']
2r1FiNXh5mDNEP8K07YRVp;la sera;morgan;"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)";"['Georges Bizet', 'Maria Callas', ""Orchestre de l'Opéra National de Paris"", 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris""]"
3a09XIXLcX5b86inz2PDL2;l'uomo che amava le donne;nina zilli;L’uomo Che Amava le Donne;['Sisters']
2fjM0YmDfGl2ohDkwcIPpD;il linguaggio della resa;tony maiello;Il linguaggio della resa;['Elio Di Stefano']
364QNl9SgXZCLlHdp0zYw3;la notte delle fate;enrico ruggeri;La notte delle fate - Karaoke version;['Italian Hitmakers']
78QR3Wp35dqAhFEc2qAGjE;baby;sonohra;Drip Too Hard (Lil Baby & Gunna);['Lil Baby', 'Gunna']
0iGFpFD1O504dMs2lZKKMc;jammo jà;nino d'angelo;Jammo jà - Sanremo 2010;"[""Nino D'Angelo"", 'Maria Nazionale']"
6B5NogKONnORPQn05fb1t8;italia amore mio;pupo/luca canonici/emanuel;Italia Mio Amore;['Italian Accordion Band']
6XHNIbru8xGohLzHNgxQvF;young forever;jay-z feat. mr. hudson;Forever Young - 2019 Remaster;['Alphaville']
0Fv6cUGPtHexB19mgZuKnA;dove non ci sono ore;jessica brando;Dove Non Ci Sono Ore;['Jessica Brando']
0DefmqHMWLchBf3VyLTYKq;on a mission;gabriella cilmi;On Earth As It Is In Heaven;['Ennio Morricone']
5jr1uyvQcpywxadjRoJ8gI;the cat came back;fred penner;The Cat Came Back;['Fred Penner']
60jzFy6Nn4M0iD1d94oteF;rude boy;rihanna;Rude Boy;['Rihanna']
1HpBm13TNcyMW3PoUrlZPv;anyway;armand van helden/a-trak/duck;But Anyway;['Blues Traveler']
53hNzjDClsnsdYpLIwqXvn;video phone;beyoncé;Video Phone;['Beyoncé']
55e2YcBR3UFMdYJ8xpVbad;anche se non trovi le parole;elisa;Anche Tu, Anche Se (Non Trovi Le Parole);['Elisa', 'Fabri Fibra']
37atef8GrOme8Q8ExXQvyX;you've got the love;florence & the machine;You’ve Got a Lover;['The Shake Russell Band']
4dTaAiV9xFFCxnPur9c9yL;memories;david guetta feat. kid cudi;Memories (feat. Kid Cudi);['David Guetta', 'Kid Cudi']
0fPstAaoHQAnAVRbjzsmFe;don't tell me that it's over;amy macdonald;Don't Tell Me That It's Over;['Amy Macdonald']
4y1nxSWEdm3AG1KkjsFxcs;each tear;mary j. blige feat. tiziano ferro;Each Time (I Love You More);['Jackie Wilson']
6sdkKvEQxrgRMqCkgZUbfx;alice;avril lavigne;Alice;['Avril Lavigne']
6oSMm35tlmLqMFKLfkcokV;festa festa;crookers;Festa;['Ivete Sangalo']
68bTsOdReR5Y9FA9LpBbI9;50mila;nina zilli;50mila - In the Style of Nina Zilli;['Nina Zilli Tribute Artists']
7ilHqveexQc8JjoG5o8Rhr;a te;fiorella mannoia;Basta Innamorarsi Ancora Di Te;['Fiorella Mannoia']
3gdewACMIVMEWVbyb8O9sY;rocket;bob sinclar feat. pitbull, dragonfly & fatman scoop;Rocket Man (I Think It's Going To Be A Long, Long Time);['Elton John']
6vUDwDvafvHSBkHh57m90h;each tear;mary j. blige;Each Tear;['Mary J. Blige']
21gqMmEZciVOOeYz6mmNfM;calore;emma;Calore - Live;['Emma']
4Sz8zFchpHQVQVqVyGz5Jb;stereo love;edward maya feat. vika jigulina;You Beat Me To The Punch - Stereo Version;['Mary Wells']
14Y9Y6eEvYBmdzQXCBlGx5;quando quando quando;claudio baglioni;Quando Tu Mi Baci;['Claudio Baglioni']
17gz8bmRy8HDUf6AZBnD5K;di notte;pierdavide carone;"Concerto grosso in G minor, Op.6, No.8 ""fatto per la notte di Natale"": 3. Adagio - Allegro - Adagio";['Arcangelo Corelli', 'The English Concert', 'Trevor Pinnock']
55hP1JLsk4QvGIdBHIulnO;quando nasce un amore;claudio baglioni;Quando Nasce Un Amore;['Carmelo Zappulla']
794eefSUDOVwRwEozhqPKU;salvami;gianna nannini feat. giorgia;Salvami;['Sonohra']
65I6nm9hO5OdLfpAC6O1WY;se fosse per sempre;biagio antonacci;Se Fosse Per Sempre;['Biagio Antonacci']
4OjKHySJHstsImlUW3qfml;alice;eros ramazzotti;Alice's Restaurant Massacree;['Arlo Guthrie']
4hMCHkjf1BkWWmWcV1mSTP;l'amore si odia;guns n' roses;Reina de los angelotes;['Huecco']
4Oac0jvuXFCiZ4Uu3D2TtY;meno male;david guetta feat. kid cudi;Tosca (2002 Digital Remaster), Act II: Meno male! (Scarpia/Cavaradossi/Spoletta/Tosca);['Tito Gobbi', 'Orchestra Del Teatro Alla Scala, Milano', 'Giuseppe Di Stefano', 'Maria Callas', 'Victor de Sabata', 'Angelo Mercuriale']
4F1AgKpuFRMLEgtPETVwZk;you' ve got the love;ac/dc;You've Got To Hide Your Love Away - Remastered 2009;['The Beatles']
2yo2O67Zs1uGxqMBeGahJg;gli spietati;jovanotti;Gli spietati;['Baustelle']
2GYHyAoLWpkxLVa4oYTVko;alors on danse;stromae;Alors on danse;['Stromae']
5yurebN0RERrhN2ejzhGYC;hey soul sister;train;Hey, Soul Sister - Karmatronic Radio Edit;['Train', 'Achilles Sparta', 'Peter Krajczar']
5K5LbSTVuKKe1KGMNfBgIW;rock that body;black eyed peas;Rock That Body;['Black Eyed Peas']
1C2QJNTmsTxCDBuIgai8QV;resistance;iyaz;Resistance;['Muse']
4gaLgd3q0Qc0qEvKfHleMv;blame it on the girls;calvin harris feat. john newman;Blame It On The Girls;['MIKA']
4leKfYVfZLrXJePLJ4OjFy;gypsy/gitana;santana carlos;Gitana (Gypsy Woman);['Stevan Pasero']
3BsaRV5QIulYz2lV9WWa8T;be lonely;franco battiato;Show Me the Meaning of Being Lonely;['Backstreet Boys']
0eMj3mwKENZf9vDljbfjhU;panico paura;fabri fibra;Panico Paura;['I Tamarri']
59dLtGBS26x7kc0rHbaPrq;nothin' on you;b.o.b;Nothin' on You (feat. Bruno Mars);['B.o.B', 'Bruno Mars']
5Mrr8CtPqC8cmcXrLmWpEr;la ballata dell'ospedale;guns n' roses;La ballata dell'ospedale - Karaoke version;['Italian Hitmakers']
1SgENhaSaWJ9OWci6zRAvD;uppercut;subsonica feat. franco battiato;The Uppercut;['2Pac', 'E.D.I.', 'El Noble']
4RjFucD1zdpEmmgL6BNIpM;sono già solo;modà;Sono già solo - Gabry Ponte Remix Edit;['Modà', 'Gabry Ponte']
6AEZKYejxGa9HCexvNpO5u;guarda sempre piú in là;zucchero;Guarda sempre più in là;['Matteo Macchioni', 'Tricarico']
1qjrYozGqc7upUgfN776lZ;smile;nirvana;Sara Smile;['Daryl Hall & John Oates']
19heyK80pRhOqOBOacSunq;un colpo all'anima;ligabue;Un colpo all'anima;['Ligabue']
1HPgyvtEJ6cARSshjmshHb;not myself tonight;tinie tempah feat. jess glynne;Not Myself Tonight - Mark Roberts Ultimix;['Christina Aguilera', 'Mark Roberts']
7bq7VyQtFATZbiVeU5mRlY;mentre dormi;max gazzè;Mentre Dormi;['Max Gazzé']
0IxxqsYBcCHEQ1HqLYJnwx;naturally;artisti vari;Act Naturally - Remastered 2009;['The Beatles']
6v9gXm6Ks1Z4Pt5YCpak4d;buon giorno bell'anima;biagio antonacci;Buon Giorno Bell'Anima;['Biagio Antonacci']
65b1grxF14pAq2jzcPDUPS;sole nero;negramaro;Sotto 'O Sole - Remastered 2008;['Pino Daniele']
01fVZfsU41rl5Jjg75Wehz;mondo;cesare cremonini;Mondo - Live Logico Tour / 2014;['Cesare Cremonini']
6WdV6QM8t87dPidhPzdRJW;fight for this love;cheryl cole;Fight For This Love;['Cheryl']
5OHFlAeK24pzRVrJP825QV;credi in me;michael bublé;End Credits;['Danny Elfman']
59vYYvb9JS5IQAp8xpf0CY;acapella;muse;Top Billin - Acapella;['Audio Two']
1dHJETCn2X1R1YwVlMvSza;you get me;disclosure feat. eliza doolittle;Wanna Get To Know You;['G-Unit', 'Joe']
1ZwHq094yOjH9hFYyouTOW;my baby left me;artisti vari;My Baby Left Me;['Elvis Presley']
7HYDB2H5avotnwvV4KhcRU;hot;inna;Hot - Play & Win Radio Version;['INNA', 'Play & Win']
5BoIP8Eha5hwmRVURkC2Us;in my head;jason derulo;In My Head;['Jason Derulo']
0GAcEsQhbFiXdKX27Zahgp;extraterrestre;clean bandit feat. sharna bass;Extraterrestre;['Eugenio Finardi']
0WaaQTWL3OmWeuN4vKTHaF;not afraid;eminem;Not Afraid;['Eminem']
3kAnwykphuSlGSGI2iiBq9;il piú fragile;gianluca grignani;Il più fragile - Karaoke version;['Italian Hitmakers']
2E6AA93fzY9Zsbk6TcIl5H;quello che dai;frankie hi-nrg mc;Quello che non fai;['Mistaman']
2Cd9iWfcOpGDHLz6tVA3G4;waka waka (this time for africa);shakira feat. freshlyground;Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground);['Shakira', 'Freshlyground']
3glgou0Tu1wEYeo5Lt87In;california gurls;katy perry feat. snoop dogg;California Gurls;['Katy Perry', 'Snoop Dogg']
1tepMSz0tl9losf3yW7Mv8;stop for a minute;milky chance;Stop For A Minute;['Sandra']
0ax1ZYtsyAcDwtx5Kfs9e5;because i love you;justin bieber feat. nicki minaj;I Love You Because;['Margaret Whiting']
06hTWhCeATJmJ3V5b5HVq9;ci sei sempre stata;ligabue;Ci sei sempre stata;['Ligabue']
0BUgplh0pOdWmXmoYjCW7k;alle porte del sogno;serena autieri;Alle porte del sogno;['Irene Grandi']
1M1RBlHOwrqnOb4qw1aupD;soundwaves;elisa;Soundwaves;['Tribal Seeds', 'Eric Rachmany']
4AIazttPmHpd7p7pwJw692;neutron star collision;tiziano ferro;Neutron Star Collision (Love Is Forever) - Soundtrack Version;['Muse']
0mBREiw4ppCXccM7rsk2RC;wavin' flag;k'naan;Wavin' Flag;"[""K'NAAN""]"
6FbGlkHKGkYqpSCuBgurn3;gettin' over you;david guetta feat. fergie, chris willis & lmfao;Gettin' Over You (feat. Fergie & LMFAO);['David Guetta', 'Chris Willis', 'Fergie', 'LMFAO']
2tUBqZG2AbRi7Q0BIrVrEj;i wanna;mike posner;I Wanna Dance with Somebody (Who Loves Me);['Whitney Houston']
49uBVeaM3ixGD8VIeqh9KI;donna d'onna;amiche per l'abruzzo;Donna Donna;['Joan Baez']
44aTAUBF0g6sMkMNE8I5kd;every little thing she does is magic;the police;Every Little Thing She Does Is Magic;['The Police']
6vc2Jq2vaGu8z326kSrw92;your love is my drug;snoop dogg & wiz khalifa;Your Love Is My Drug;['Kesha']
1Ym32e2ChE6xrqxlFwZYLs;we no speak americano;yolanda be cool & dcup;We No Speak Americano (Friday Night Posse Remix);['Yolanda Be Cool & DCUP']
02ORE9Bbsx4pPqRhTFAed0;sorelle d' italia;noemi;Sorelle d'Italia;['Dario Gay']
2XarO7jCamz7MiqytJsoSB;a song for edy;coldplay;A Garden In The Rain;['Edythe Aymes']
6vBj6IJdLZ1czr0cE1rJfM;vita;fabri fibra;Questa Vita;['Fabri Fibra']
79RvN286gf5uBx9VdyweaZ;snap! megamix 2009;deep purple;SNAP! Megamix 2009;['SNAP!']
2zuJypSczk5m802GaIXYGE;faccia come il cuore;fabrizio de andré;Faccia come il cuore;['Due Di Picche']
5sz0GcnQ2zxxLJl34E6tYB;amore a prima vista;renato zero;Amore a prima vista;['Marco Zappa']
4lwavw59UjXUPJZtKNdFYp;alejandro;lady gaga;Alejandro;['Lady Gaga']
4YYHgF9dWyVSor0GtrBzdf;te amo;rihanna;Te Amo;['Rihanna']
6wH485H4wsmKWCZSDs3eCW;she said;plan b;She Said;['Plan B']
0fNXXkWonYRthUvB8DIlgJ;all the lovers;kylie minogue;All the Lovers - WAWA & MMB Anthem Remix;['Kylie Minogue', 'MMB', 'Wawa']
2MZTTm4uRsi0tqRuAprzqP;can't be tamed;ligabue;Can’t Be Tamed (In The Style Of Miley Cyrus) (With Backing Vocals);['Ameritz Karaoke Band']
2Q99zPXVqCPN5RaZawvJWZ;beautiful monster;ne-yo;Beautiful Monster;['Ne-Yo']
4lq4yY0y3XqDQZsx03ITaH;break your heart;ariana grande feat. zedd;I'll Never Break Your Heart;['Backstreet Boys']
0Axgu7rGoRdJJ2gSc4LDPh;pezzo di cielo;depeche mode;Un piccolo pezzo di cielo;['Zafferano']
15JINEqzVMv3SvJTAXAKED;love the way you lie;eminem feat. rihanna;Love The Way You Lie;['Eminem', 'Rihanna']
7GVUmCP00eSsqc4tzj1sDD;your love;snoop dogg & wiz khalifa;Come and Get Your Love - Single Version;['Redbone']
7cITfGsdjGaTP0b5oiLL0z;you' re not alone;avicii;You're Not Alone;['Saosin']
7qmvLmX9tyaTiBAVNI6YEn;fire with fire;fiorella mannoia;PLAYING WITH FIRE;['BLACKPINK']
0BC1zNZaeDC5X05xJNyKaT;grazie;litfiba;Grazie Roma - Live;['Antonello Venditti']
3o3kju9CMP1JxKsjLOpQhp;hot 'n' fun;n.e.r.d feat. nelly furtado;Hot-n-Fun;['N.E.R.D', 'Nelly Furtado']
3Oon6ombWyt1mWStr07EtB;espina y rosa;eros ramazzotti;Una Rosa Y Una Espina;['Bronco']
34kQZhLBgnNr2i6NvD61p6;you're not alone;mads langer;You’re Not Alone;['Owl City', 'Britt Nicole']
4ZcbuYhawlq188dA5ixWHS;pioggia d'estate;zayn;Pioggia d'estate (radio edit);['Paola & Chiara']
6YwqziI3H71IMishKRTHHg;misery;justin timberlake;My Friend Of Misery;['Metallica']
6lV2MSQmRIkycDScNtrBXO;airplanes;b.o.b feat. hayley williams;Airplanes (feat. Hayley Williams of Paramore);['B.o.B', 'Hayley Williams']
57VdO8o3B1VibqTo3ve11O;kick ass;gemitaiz/madman;Kick Some Ass;['Stroke 9']
0yMhSIklYmMPqpyCFgp6nI;back it up;caro emerald;Back It Up;['Caro Emerald']
734dz1YaFITwawPpM25fSt;je veux;zaz;Je veux;['Zaz']
6BaxqcoEM9r3LXisTyJjST;ridin' solo;ayane malika;Ridin' Solo;['Jason Derulo']
4nVyHATevhl5RC6Qmoko5H;i like it;enrique iglesias feat. pitbull;I Like It;['Enrique Iglesias', 'Pitbull']
2Ts2e7m0309y7VMyhidxpI;tu vuó fà l'americano remix;pitbull;Tu vuo' fa l'americano - Remix;['Renato Carosone', 'D.Js Max Carapellese', 'Lino Lodi', 'Stefano Mango']
3CxFt7ONHGfR5ls3JQqtV8;vip in trip;fabri fibra;Vip In Trip;['Fabri Fibra']
6OqZHxZHTJ1PHgK7KQZDLw;pack up;club dogo feat. giuliano palma;I'm Bound to Pack It Up;['The White Stripes']
2M9ULmQwTaTGmAdXaXpfz5;billionaire;michael jackson;Billionaire (feat. Bruno Mars);['Travie McCoy', 'Bruno Mars']
1kDkaFlmkdEZiVUogaP9OZ;one;the beatles;For No One - Remastered 2009;['The Beatles']
0ydMeIKHW3PB3vrygvjoHx;i'm in love;ola;I’m In Love With My Car - Guitar & Vocal Mix / 2011;['Queen']
0xcl9XT60Siji6CSG4y6nb;club can't handle me;flo rida feat. david guetta;Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack;['Flo Rida']
1DqdF42leyFIzqNDv9CjId;dynamite;taio cruz;Dynamite;['Taio Cruz']
26D2GGUWo6WcroU7hNBLJR;nell' assenzio;subsonica;Nell'assenzio;['Luca Dirisio']
1drYKDGEhW39HP3emCSiFF;hey hey hey;michael franti & spearhead;Hey Now Now;['Michael Franti & Spearhead']
1OxlBXYdFoOz6OkxXqurGA;la mia storia con te;alessandra amoroso;La mia storia con te;['Alessandra Amoroso']
5jzKL4BDMClWqRguW5qZvh;teenage dream;katy perry;Teenage Dream;['Katy Perry']
4ZfQwNx3FlCN07cnUvekh3;shame;robbie williams and gary barlow;Ain't That A Shame;['Fats Domino']
5kQ2ZEav7TgUoLSLrm7h8S;wake up everybody;rocco hunt;Wake Up Everybody (feat. Teddy Pendergrass);['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']
6yQOctVCbOY5ECT5kgAt0R;find your love;valerio scanu;If You Find Yourself Caught In Love;['Belle & Sebastian']
1Rppeh2ysGKpNEdUxOxFOs;my ugly boy;saint motel;Gun in My Mouth;['Geto Boys']
44wHGbEAAalNeTIrI2viiG;fare a meno di te;due di picche;Fare a meno di te;['Due Di Picche']
4tVVRvuWdIKIfJqclMKLdx;niente piú di me;ligabue;Niente (Più Di Me);['Pierpaolo Scuro']
1R9J6Lscr2ijqarEAAVNqx;for the first time;avicii;For the First Time;['Rod Stewart']
1DujLrZJUvLdOCNAUTLJ7Y;white knuckle ride;jamiroquai;White Knuckle Ride;['Jamiroquai']
2qE3sj3jXj44kbCIU7bkIn;cooler than me;echosmith;Cooler Than Me;['Mike Posner', 'Big Sean']
69n7lOUtkldkAgQA0gdthY;chiedimi scusa;gigi d'alessio;Chiedimi Scusa (Lui È Un Matusa);['I Ganzi']
2ENexcMEMsYk0rVJigVD3i;only girl (in the world);rihanna;Only Girl (In The World);['Rihanna']
7oQOjysg25SilegQIz1NEp;fabri fibra;fabri fibra;Playboy - Live @ Fabrique, Milano;['Fabri Fibra', 'Marracash']
4dM3MXdicOj6IL0xEIvmSq;jamiroquai;elisa;Do You Know Where You're Coming From? (feat. Jamiroquai);['M-Beat', 'Jamiroquai']
4ZXnEBLi17PvbMmdtnoono;modà;modà;Rautalanka-modango;['The Modangos']
2nX9948PslVYrrHUf6w0eL;lady gaga;carmen consoli;Video Phone (feat. Lady Gaga);['Beyoncé', 'Lady Gaga', 'William Burke']
1rUQmXEy41tXwHIKFECNTa;wide awake;katy perry;Wide Awake;['Katy Perry']
73cxXo0wz0YBEKvtb1dcCo;3:00 am;mads langer;3:00 AM;['Andre Nickatina']
5KDSjOIn9edXbJpThayTKk;stuck;caro emerald;Stuck;['Caro Emerald']
3FrX3mx8qq7SZX2NYbzDoj;rihanna;flo rida feat. ke$ha;Who's That Chick? (feat. Rihanna);['David Guetta']
5qB4Ap7Hmutt18cuvvgfRm;james blunt;elisa;1973 - Instrumental - Guitar - Org.: James Blunt;['Berlin Sound Project']
42k1KeBehAd83lrGt1okiC;loca;shakira;Loca (feat. El Cata);['Shakira', 'El Cata']
3RnhvmKVFRIiLoIeMormDI;ma si!;rino gaetano;In Italia si sta male;['Rino Gaetano']
7lVxWMH0C3Bj8b8JLkh9EN;wake up everybody;john legend & the roots feat. common & melanie fiona;Wake up Everybody (feat. Common & Melanie Fiona);['John Legend', 'The Roots', 'Common', 'Melanie Fiona']
5G2q8T89t7YqSqQ27vS8pn;yolanda be cool & d-cup;mario biondi;We No Speak Americano (In the Style of Yolanda Be Cool & D Cup) [Karaoke Version];['Ameritz Digital Karaoke']
7rMq25KVqcUiSNmjemkSxu;jason derulo;jason derulo;What If - Jason Nevins Radio Mix;['Jason Derulo']
6ym13Zpe274AZd3SbQAHVt;renato carosone;renato carosone;Medley: tributo a Renato by Giorgio;['Renato Carosone']
0j0kchFXzJWevESVh7omOa;la linea sottile;francesco de gregori;La Sottile Linea Bianca;['Afterhours']
6s6nuBUe2alx3Rfk9JLPij;while my guitar gently weeps;santana feat. india arie & yo-yo ma;While My Guitar Gently Weeps (feat. India.Arie & Yo-Yo Ma);['Santana', 'India.Arie', 'Yo-Yo Ma']
6igsoAR6Co9u7Rq3U7mlOD;hollywood;drake feat. majid jordan;Hollywood Swinging;['Kool & The Gang']
6Q9h4szjF1cFiWU2536vlq;l'orchestrina;the black keys;L'orchestrina del mio paese;['Nilla Pizzi', 'Duo Fasano']
2QtJA4gbwe1AcanB2p21aP;stay the night;zedd feat. hayley williams;Stay The Night - Featuring Hayley Williams Of Paramore;['Zedd', 'Hayley Williams']
3Pj179w84M52o6D5hHLtiJ;in un giorno qualunque;marco mengoni;In un giorno qualunque;['Marco Mengoni']
2gXVF1X0LcoulrH3Mh84cV;tutto l'amore intorno;jovanotti;Maxi Disco Mix 60 minuti: Your Love Is for Me / Il giardino dell'amore / Gira tutto intorno a me / Misterius Times / Dance Up In the Sky / Dance On the Floor / Only In My Mind / Aqui Calienta el Sol / Ain Nobody / Yesterday / Pinball / La musique pa;['DJ Omidia']
6txSFfjcoS0ufjXF5LXcrr;con le nuvole;laura pausini;Con Il Cuore Tra Le Nuvole;['Miky Ferrara']
0jT3t2hWeQe7ZM4cVJTQmI;sei unica;negramaro;Tu sei l'unica donna per me;['Alan Sorrenti']
7BqBn9nzAq8spo5e7cZ0dJ;just the way you are;bruno mars;Just the Way You Are;['Bruno Mars']
4356Typ82hUiFAynbLYbPn;dj got us fallin' in love;usher feat. pitbull;DJ Got Us Fallin' In Love (feat. Pitbull);['Usher', 'Pitbull']
2QVIMIcEt0t72cqbafrvxI;la notte;arisa;La notte;['Arisa']
