"rank","title","artist"
"1","JACKBOYS","JACKBOYS"
"2","Please Excuse Me For Being Antisocial","Roddy Ricch"
"3","Hollywood's Bleeding","Post Malone"
"4","Fine Line","Harry Styles"
"5","Frozen II","Soundtrack"
"6","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"7","So Much Fun","Young Thug"
"8","KIRK","DaBaby"
"9","Lover","Taylor Swift"
"10","Over It","Summer Walker"
"11","A Love Letter To You 4","Trippie Redd"
"12","What You See Is What You Get","Luke Combs"
"13","AI YoungBoy 2","YoungBoy Never Broke Again"
"14","Romance","Camila Cabello"
"15","Goodbye & Good Riddance","Juice WRLD"
"16","Cuz I Love You","Lizzo"
"17","Ghetto Gospel","Rod Wave"
"18","Dont Smile At Me","Billie Eilish"
"19","beerbongs & bentleys","Post Malone"
"20","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"21","Death Race For Love","Juice WRLD"
"22","No.6 Collaborations Project","Ed Sheeran"
"23","Greatest Hits","Queen"
"24","ASTROWORLD","Travis Scott"
"25","Scorpion","Drake"
"26","Indigo","Chris Brown"
"27","Melly vs. Melvin","YNW Melly"
"28","This One's For You","Luke Combs"
"29","7 (EP)","Lil Nas X"
"30","Thank U, Next","Ariana Grande"
"31","Fully Loaded: God's Country","Blake Shelton"
"32","Perfect Ten","Mustard"
"33","The Kids Are Coming (EP)","Tones And I"
"34","Free Spirit","Khalid"
"35","Stoney","Post Malone"
"36","Abbey Road","The Beatles"
"37","Baby On Baby","DaBaby"
"38","Diamonds","Elton John"
"39","We Love You Tecca","Lil Tecca"
"40","Hamilton: An American Musical","Original Broadway Cast"
"41","Shawn Mendes","Shawn Mendes"
"42","True 2 Myself","Lil Tjay"
"43","The Search","NF"
"44","Happiness Begins","Jonas Brothers"
"45","?","XXXTENTACION"
"46","÷ (Divide)","Ed Sheeran"
"47","Chixtape 5","Tory Lanez"
"48","American Teen","Khalid"
"49","Hot Pink","Doja Cat"
"50","Quality Control: Control The Streets, Volume 2","Various Artists"
"51","If I Know Me","Morgan Wallen"
"52","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"53","Hoodie SZN","A Boogie Wit da Hoodie"
"54","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"55","Old Dominion","Old Dominion"
"56","Invasion Of Privacy","Cardi B"
"57","Frozen","Soundtrack"
"58","Dan + Shay","Dan + Shay"
"59","Coconut Oil (EP)","Lizzo"
"60","Cottonwood","NLE Choppa"
"61","Traveller","Chris Stapleton"
"62","The Greatest Showman","Soundtrack"
"63","1","The Beatles"
"64","Homesick (EP)","Trevor Daniel"
"65","Legend: The Best Of...","Bob Marley And The Wailers"
"66","Rumours","Fleetwood Mac"
"67","Take Care","Drake"
"68","Luv Is Rage 2","Lil Uzi Vert"
"69","DAMN.","Kendrick Lamar"
"70","Journey's Greatest Hits","Journey"
"71","9","Jason Aldean"
"72","JESUS IS KING (Soundtrack)","Kanye West"
"73","Jesus Is Born","Sunday Service Choir"
"74","Championships","Meek Mill"
"75","GIRL","Maren Morris"
"76","I'm Him","Kevin Gates"
"77","Summertime Shootout 3: Coldest Summer Ever","Fabolous"
"78","Views","Drake"
"79","Experiment","Kane Brown"
"80","X 100PRE","Bad Bunny"
"81","IGOR","Tyler, The Creator"
"82","Die A Legend","Polo G"
"83","Look Up Child","Lauren Daigle"
"84","2014 Forest Hills Drive","J. Cole"
"85","Evolve","Imagine Dragons"
"86","Greatest Hits","Tom Petty And The Heartbreakers"
"87","MONTANA","French Montana"
"88","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"89","World War Joy","The Chainsmokers"
"90","Pray For The Wicked","Panic! At The Disco"
"91","good kid, m.A.A.d city","Kendrick Lamar"
"92","Drip Harder","Lil Baby & Gunna"
"93","Starboy","The Weeknd"
"94","Curtain Call: The Hits=","Eminem"
"95","Back In Black","AC/DC"
"96","Bad Vibes Forever","XXXTENTACION"
"97","Beauty Behind The Madness","The Weeknd"
"98","Norman Fucking Rockwell!","Lana Del Rey"
"99","1989","Taylor Swift"
"100","Sessions","G Herbo"
"101","Ultimate Sinatra","Frank Sinatra"
"102","17","XXXTENTACION"
"103","Thriller","Michael Jackson"
"104","Believers Never Die, Volume Two: Greatest Hits","Fall Out Boy"
"105","Star Wars: The Rise Of Skywalker","Soundtrack"
"106","Moana","Soundtrack"
"107","Greatest Hits","2Pac"
"108","Born To Die","Lana Del Rey"
"109","Sweetener","Ariana Grande"
"110","Blurryface","twenty one pilots"
"111","Birds In The Trap Sing McKnight","Travis Scott"
"112","21","Adele"
"113","More Life","Drake"
"114","Swimming","Mac Miller"
"115","Perception","NF"
"116","The Best Of Pentatonix Christmas","Pentatonix"
"117","Center Point Road","Thomas Rhett"
"118","k bye for now (swt live)","Ariana Grande"
"119","I Am > I Was","21 Savage"
"120","Golden Hour","Kacey Musgraves"
"121","Ocean","Lady Antebellum"
"122","Their Greatest Hits 1971-1975","Eagles"
"123","The Essential Elvis Presley","Elvis Presley"
"124","Appetite For Destruction","Guns N' Roses"
"125","Fever","Megan Thee Stallion"
"126","Ctrl","SZA"
