"rank","title","artist"
"1","Fine Line","Harry Styles"
"2","Christmas","Michael Buble"
"3","Please Excuse Me For Being Antisocial","Roddy Ricch"
"4","Merry Christmas","Mariah Carey"
"5","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"6","Hollywood's Bleeding","Post Malone"
"7","The Best Of Pentatonix Christmas","Pentatonix"
"8","The Christmas Song","Nat King Cole"
"9","Frozen II","Soundtrack"
"10","So Much Fun","Young Thug"
"11","Lover","Taylor Swift"
"12","Ultimate Christmas","Frank Sinatra"
"13","A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio"
"14","The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection","Bing Crosby"
"15","A Christmas Gift For You From Phil Spector","Various Artists"
"16","Rudolph The Red-Nosed Reindeer","Burl Ives"
"17","Rockin' Around The Christmas Tree: The Decca Christmas Recordings","Brenda Lee"
"18","The Classic Christmas Album","Perry Como"
"19","What You See Is What You Get","Luke Combs"
"20","KIRK","DaBaby"
"21","Rudolph The Red Nosed Reindeer And Other Christmas Classics","Gene Autry"
"22","A Legendary Christmas","John Legend"
"23","Classic Christmas Album","Andy Williams"
"24","Fully Loaded: God's Country","Blake Shelton"
"25","It's Christmas Time","Elvis Presley"
"26","Cuz I Love You","Lizzo"
"27","The Best Of Bobby Helms","Bobby Helms"
"28","Over It","Summer Walker"
"29","Abbey Road","The Beatles"
"30","A Love Letter To You 4","Trippie Redd"
"31","Christmas Classics","Bing Crosby"
"32","Dont Smile At Me","Billie Eilish"
"33","AI YoungBoy 2","YoungBoy Never Broke Again"
"34","Goodbye & Good Riddance","Juice WRLD"
"35","Romance","Camila Cabello"
"36","Wrapped In Red","Kelly Clarkson"
"37","Greatest Hits","Queen"
"38","The Dean Martin Christmas Album","Dean Martin"
"39","Death Race For Love","Juice WRLD"
"40","The Andy Williams Christmas Album","Andy Williams"
"41","Ghetto Gospel","Rod Wave"
"42","Star Wars: The Rise Of Skywalker","Soundtrack"
"43","Last Christmas (Soundtrack)","George Michael & Wham!"
"44","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"45","beerbongs & bentleys","Post Malone"
"46","Diamonds","Elton John"
"47","No.6 Collaborations Project","Ed Sheeran"
"48","Melly vs. Melvin","YNW Melly"
"49","Thank U, Next","Ariana Grande"
"50","This One's For You","Luke Combs"
"51","ASTROWORLD","Travis Scott"
"52","Indigo","Chris Brown"
"53","The Jackson 5 Christmas Album","Jackson 5"
"54","Feliz Navidad","Jose Feliciano"
"55","Noel","Josh Groban"
"56","Christmas Portrait","Carpenters"
"57","Cottonwood","NLE Choppa"
"58","Hamilton: An American Musical","Original Broadway Cast"
"59","Free Spirit","Khalid"
"60","Scorpion","Drake"
"61","A Winter Romance","Dean Martin"
"62","9","Jason Aldean"
"63","Rumours","Fleetwood Mac"
"64","7 (EP)","Lil Nas X"
"65","Perfect Ten","Mustard"
"66","Legend: The Best Of...","Bob Marley And The Wailers"
"67","Stoney","Post Malone"
"68","East Atlanta Santa 3","Gucci Mane"
"69","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"70","Under The Mistletoe","Justin Bieber"
"71","Guardians Of The Galaxy: Awesome Mix Vol. 1","Soundtrack"
"72","We Love You Tecca","Lil Tecca"
"73","The Search","NF"
"74","American Teen","Khalid"
"75","Baby On Baby","DaBaby"
"76","Bad Vibes Forever","XXXTENTACION"
"77","True 2 Myself","Lil Tjay"
"78","?","XXXTENTACION"
"79","How The Grinch Stole Christmas (Soundtrack)","Boris Karloff / Thurl Ravenscroft"
"80","Thriller","Michael Jackson"
"81","The Kids Are Coming (EP)","Tones And I"
"82","Berry Christmas (EP)","Chuck Berry"
"83","Chixtape 5","Tory Lanez"
"84","Traveller","Chris Stapleton"
