"rank","title","artist"
"1","Chromatica","Lady Gaga"
"2","Life On The Flip Side","Jimmy Buffett"
"3","My Turn","Lil Baby"
"4","Wunna","Gunna"
"5","High Off Life","Future"
"6","Dark Lane Demo Tapes","Drake"
"7","The GOAT","Polo G"
"8","Emmanuel","Anuel AA"
"9","BLAME IT ON BABY","DaBaby"
"10","RTJ4","Run The Jewels"
"11","After Hours","The Weeknd"
"12","Hollywood's Bleeding","Post Malone"
"13","Eternal Atake","Lil Uzi Vert"
"14","Lil Boat 3","Lil Yachty"
"15","Alfredo","Freddie Gibbs & The Alchemist"
"16","YHLQMDLG","Bad Bunny"
"17","Please Excuse Me For Being Antisocial","Roddy Ricch"
"18","Golden Hour","Kygo"
"19","PTSD","G Herbo"
"20","What You See Is What You Get","Luke Combs"
"21","Fine Line","Harry Styles"
"22","Circles","Mac Miller"
"23","Suga","Megan Thee Stallion"
"24","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"25","If I Know Me","Morgan Wallen"
"26","This One's For You","Luke Combs"
"27","Future Nostalgia","Dua Lipa"
"28","Hot Pink","Doja Cat"
"29","Goodbye & Good Riddance","Juice WRLD"
"30","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"31","ASTROWORLD","Travis Scott"
"32","beerbongs & bentleys","Post Malone"
"33","Greatest Hits","Queen"
"34","Pray 4 Love","Rod Wave"
"35","Just Cause Y'all Waited 2","Lil Durk"
"36","Wild World","Kip Moore"
"37","Lover","Taylor Swift"
"38","Time Served","Moneybagg Yo"
"39","Meet The Woo, V.2","Pop Smoke"
"40","Chilombo","Jhene Aiko"
"41","Diamonds","Elton John"
"42","Changes","Justin Bieber"
"43","Over It","Summer Walker"
"44","SOUTHSIDE","Sam Hunt"
"45","Legend: The Best Of...","Bob Marley And The Wailers"
"46","It Was Good Until It Wasn't","Kehlani"
"47","Frozen II","Soundtrack"
"48","Good Intentions","NAV"
"49","Death Race For Love","Juice WRLD"
"50","Chapter I: Snake Oil","Diplo Presents Thomas Wesley"
"51","Stoney","Post Malone"
"52","Scorpion","Drake"
"53","KIRK","DaBaby"
"54","Ghetto Gospel","Rod Wave"
"55","Las Que No Iban A Salir","Bad Bunny"
"56","38 Baby 2","YoungBoy Never Broke Again"
"57","Greatest Hits","2Pac"
"58","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"59","JACKBOYS","JACKBOYS"
"60","Collection One","SAINt JHN"
"61","Heaven Or Hell","Don Toliver"
"62","Dont Smile At Me","Billie Eilish"
"63","So Much Fun","Young Thug"
"64","Certified Hitmaker","Lil Mosey"
"65","Fully Loaded: God's Country","Blake Shelton"
"66","Manic","Halsey"
"67","?","XXXTENTACION"
"68","Music To Be Murdered By","Eminem"
"69","AI YoungBoy 2","YoungBoy Never Broke Again"
"70","Cuz I Love You","Lizzo"
"71","Funeral","Lil Wayne"
"72","Journey's Greatest Hits","Journey"
"73","Free Spirit","Khalid"
"74","MAP OF THE SOUL : 7","BTS"
"75","These Two Windows","Alec Benjamin"
"76","Slime & B","Chris Brown & Young Thug"
"77","DAMN.","Kendrick Lamar"
"78","Traveller","Chris Stapleton"
"79","American Teen","Khalid"
"80","Moana","Soundtrack"
"81","Rumours","Fleetwood Mac"
"82","÷ (Divide)","Ed Sheeran"
"83","Artist 2.0","A Boogie Wit da Hoodie"
"84","Thank U, Next","Ariana Grande"
"85","Romance","Camila Cabello"
"86","Hamilton: An American Musical","Original Broadway Cast"
"87","A Love Letter To You 4","Trippie Redd"
"88","Indigo","Chris Brown"
"89","GIRL","Maren Morris"
"90","Greatest Hits","Tom Petty And The Heartbreakers"
"91","Luv Is Rage 2","Lil Uzi Vert"
"92","Sweet Action","Jack Harlow"
"93","1","The Beatles"
"94","The Essential Billy Joel","Billy Joel"
"95","The Search","NF"
"96","Invasion Of Privacy","Cardi B"
"97","good kid, m.A.A.d city","Kendrick Lamar"
"98","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"99","The New Toronto 3","Tory Lanez"
"100","No.6 Collaborations Project","Ed Sheeran"
"101","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"102","Here And Now","Kenny Chesney"
"103","Back In Black","AC/DC"
"104","Appetite For Destruction","Guns N' Roses"
"105","Greatest Hits","The Notorious B.I.G."
"106","Abbey Road","The Beatles"
"107","Birds In The Trap Sing McKnight","Travis Scott"
"108","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"109","Perfect Ten","Mustard"
"110","Where The Light Is","Surfaces"
"111","Greatest Hits So Far...","Zac Brown Band"
"112","7 (EP)","Lil Nas X"
"113","Permanent Waves","Rush"
"114","Center Point Road","Thomas Rhett"
"115","The Greatest Showman","Soundtrack"
"116","Experiment","Kane Brown"
"117","Take Care","Drake"
"118","2014 Forest Hills Drive","J. Cole"
"119","All Time Greatest Hits","Lynyrd Skynyrd"
"120","Views","Drake"
"121","Dan + Shay","Dan + Shay"
"122","Cry Baby","Melanie Martinez"
"123","Shawn Mendes","Shawn Mendes"
"124","Look Up Child","Lauren Daigle"
"125","Hoodie SZN","A Boogie Wit da Hoodie"
"126","Beauty Behind The Madness","The Weeknd"
"127","The Essential Michael Jackson","Michael Jackson"
"128","Starboy","The Weeknd"
"129","TROLLS: World Tour","Soundtrack"
"130","SHAKE THE SNOW GLOBE","Russ"
"131","Their Greatest Hits 1971-1975","Eagles"
"132","True 2 Myself","Lil Tjay"
"133","1989","Taylor Swift"
"134","Old Dominion","Old Dominion"
"135","The Eminem Show","Eminem"
"136","17","XXXTENTACION"
"137","Notes On A Conditional Form","The 1975"
"138","Poems Of The Past (EP)","Powfu"
"139","ADHD","Joyner Lucas"
"140","Evolve","Imagine Dragons"
"141","Kane Brown","Kane Brown"
"142","Baby On Baby","DaBaby"
"143","Victory Lap","Nipsey Hussle"
"144","Die A Legend","Polo G"
"145","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"146","The Kids Are Coming (EP)","Tones And I"
"147","Sublime","Sublime"
"148","PARTYMOBILE","PARTYNEXTDOOR"
"149","Doo-Wops & Hooligans","Bruno Mars"
"150","Greatest Hits","Red Hot Chili Peppers"
"151","Melly vs. Melvin","YNW Melly"
"152","More Life","Drake"
"153","To Pimp A Butterfly","Kendrick Lamar"
"154","Championships","Meek Mill"
"155","Hot Rocks 1964-1971","The Rolling Stones"
"156","Greatest Hits","Bob Seger & The Silver Bullet Band"
"157","Thriller","Michael Jackson"
"158","Drip Harder","Lil Baby & Gunna"
"159","Rare","Selena Gomez"
"160","Happiness Begins","Jonas Brothers"
"161","X 100PRE","Bad Bunny"
"162","9","Jason Aldean"
"163","We Love You Tecca","Lil Tecca"
"164","Frozen","Soundtrack"
"165","Number One Hits","Tim McGraw"
"166","Man On The Moon: The End Of Day","Kid Cudi"
"167","Blurryface","twenty one pilots"
"168","Ctrl","SZA"
"169","The Fame","Lady Gaga"
"170","The Essential Elvis Presley","Elvis Presley"
"171","50 Number Ones","George Strait"
"172","Perception","NF"
"173","Curtain Call: The Hits=","Eminem"
"174","Rage Against The Machine","Rage Against The Machine"
"175","Reloaded: 20 #1 Hits","Blake Shelton"
"176","Greatest Hits: The Ultimate Collection","Bon Jovi"
"177","The Definitive Collection","Stevie Wonder"
