"rank","title","artist"
"1","Dynamite","BTS"
"2","Mood","24kGoldn Featuring iann dior"
"3","WAP","Cardi B Featuring Megan Thee Stallion"
"4","Lemonade","Internet Money & Gunna Featuring Don Toliver & NAV"
"5","Savage Love (Laxed - Siren Beat)","Jawsh 685 x Jason Derulo"
"6","Hawai","Maluma"
"7","For The Night","Pop Smoke Featuring Lil Baby & DaBaby"
"8","Blinding Lights","The Weeknd"
"9","Holy","Justin Bieber Featuring Chance The Rapper"
"10","Dreams","Fleetwood Mac"
"11","Lovesick Girls","BLACKPINK"
"12","What You Know Bout Love","Pop Smoke"
"13","Laugh Now Cry Later","Drake Featuring Lil Durk"
"14","Watermelon Sugar","Harry Styles"
"15","Relacion","Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
"16","Rockstar","DaBaby Featuring Roddy Ricch"
"17","Head & Heart","Joel Corry X MNEK"
"18","Roses","SAINt JHN"
"19","You Broke Me First.","Tate McRae"
"20","Wonder","Shawn Mendes"
"21","Mood Swings","Pop Smoke Featuring Lil Tjay"
"22","Dance Monkey","Tones And I"
"23","Ice Cream","BLACKPINK X Selena Gomez"
"24","Caramelo","Ozuna x Karol G x Myke Towers"
"25","Popstar","DJ Khaled Featuring Drake"
"26","Mr. Right Now","21 Savage & Metro Boomin Featuring Drake"
"27","Franchise","Travis Scott Featuring Young Thug & M.I.A."
"28","Someone You Loved","Lewis Capaldi"
"29","Vida de Rico","Camilo"
"30","Whats Poppin","Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
"31","Midnight Sky","Miley Cyrus"
"32","Breaking Me","Topic & A7S"
"33","Runnin","21 Savage & Metro Boomin"
"34","Heather","Conan Gray"
"35","How You Like That","BLACKPINK"
"36","Take You Dancing","Jason Derulo"
"37","Before You Go","Lewis Capaldi"
"38","Jerusalema","Master KG Featuring Burna Boy & Nomcebo Zikode"
"39","Levitating","Dua Lipa Featuring DaBaby"
"40","Go Crazy","Chris Brown & Young Thug"
"41","My Ex's Best Friend","Machine Gun Kelly X blackbear"
"42","Un Dia (One Day)","J Balvin, Dua Lipa, Bad Bunny & Tainy"
"43","Come & Go","Juice WRLD x Marshmello"
"44","Don't Start Now","Dua Lipa"
"45","Put Your Records On","Ritt Momney"
"46","Ay, Dios Mio!","Karol G"
"47","Rain On Me","Lady Gaga & Ariana Grande"
"48","Life Is Good","Future Featuring Drake"
"49","Kings & Queens","Ava Max"
"50","Tattoo","Rauw Alejandro x Camilo"
"51","La Toxica","Farruko"
"52","La Curiosidad","DJ Nelson Presenta Jay Wheeler & Myke Towers"
"53","La Jeepeta","Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka"
"54","Despeinada","Ozuna x Camilo"
"55","Baby Shark","Pinkfong"
"56","Baby, I'm Jealous","Bebe Rexha Featuring Doja Cat"
"57","Perfect","Ed Sheeran"
"58","Se Te Nota","Lele Pons X Guaynaa"
"59","Be Like That","Kane Brown With Swae Lee & Khalid"
"60","Circles","Post Malone"
"61","Diamonds","Sam Smith"
"62","Homura","LiSA"
"63","Bad Guy","Billie Eilish"
"64","Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"65","Death Bed","Powfu Featuring beabadoobee"
"66","24","Money Man Featuring Lil Baby"
