"rank","title","artist"
"1","Positions","Ariana Grande"
"2","Dakiti","Bad Bunny & Jhay Cortez"
"3","Mood","24kGoldn Featuring iann dior"
"4","Dynamite","BTS"
"5","34+35","Ariana Grande"
"6","Lemonade","Internet Money & Gunna Featuring Don Toliver & NAV"
"7","WAP","Cardi B Featuring Megan Thee Stallion"
"8","Lonely","Justin Bieber & benny blanco"
"9","Hawai","Maluma"
"10","Blinding Lights","The Weeknd"
"11","Savage Love (Laxed - Siren Beat)","Jawsh 685 x Jason Derulo"
"12","What You Know Bout Love","Pop Smoke"
"13","Holy","Justin Bieber Featuring Chance The Rapper"
"14","For The Night","Pop Smoke Featuring Lil Baby & DaBaby"
"15","Homura","LiSA"
"16","Motive","Ariana Grande Featuring Doja Cat"
"17","Watermelon Sugar","Harry Styles"
"18","Off The Table","Ariana Grande Featuring The Weeknd"
"19","You Broke Me First.","Tate McRae"
"20","Relacion","Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
"21","Head & Heart","Joel Corry X MNEK"
"22","Levitating","Dua Lipa Featuring DaBaby"
"23","Laugh Now Cry Later","Drake Featuring Lil Durk"
"24","pov","Ariana Grande"
"25","Rockstar","DaBaby Featuring Roddy Ricch"
"26","Just Like Magic","Ariana Grande"
"27","Roses","SAINt JHN"
"28","Shut Up","Ariana Grande"
"29","La Toxica","Farruko"
"30","Dance Monkey","Tones And I"
"31","I Can't Stop Me","TWICE"
"32","Forever After All","Luke Combs"
"33","Safety Net","Ariana Grande Featuring Ty Dolla $ign"
"34","Wonder","Shawn Mendes"
"35","Dreams","Fleetwood Mac"
"36","Nasty","Ariana Grande"
"37","Vida de Rico","Camilo"
"38","Someone You Loved","Lewis Capaldi"
"39","Midnight Sky","Miley Cyrus"
"40","Diamonds","Sam Smith"
"41","Caramelo","Ozuna x Karol G x Myke Towers"
"42","Take You Dancing","Jason Derulo"
"43","Mood Swings","Pop Smoke Featuring Lil Tjay"
"44","My Hair","Ariana Grande"
"45","Six Thirty","Ariana Grande"
"46","Whats Poppin","Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
"47","Lovesick Girls","BLACKPINK"
"48","Put Your Records On","Ritt Momney"
"49","Before You Go","Lewis Capaldi"
"50","Popstar","DJ Khaled Featuring Drake"
"51","Thriller","Michael Jackson"
"52","Ice Cream","BLACKPINK X Selena Gomez"
"53","Baby Shark","Pinkfong"
"54","Breaking Me","Topic & A7S"
"55","Tyler Herro","Jack Harlow"
"56","Obvious","Ariana Grande"
"57","Said Sum","Moneybagg Yo"
"58","Se Te Nota","Lele Pons X Guaynaa"
"59","Jerusalema","Master KG Featuring Burna Boy & Nomcebo Zikode"
"60","Heather","Conan Gray"
"61","Come & Go","Juice WRLD x Marshmello"
"62","Life Is Good","Future Featuring Drake"
"63","Un Dia (One Day)","J Balvin, Dua Lipa, Bad Bunny & Tainy"
"64","West Side","Ariana Grande"
"65","How You Like That","BLACKPINK"
"66","La Curiosidad","DJ Nelson Presenta Jay Wheeler & Myke Towers"
"67","Love Language","Ariana Grande"
"68","Don't Start Now","Dua Lipa"
"69","Go Crazy","Chris Brown & Young Thug"
"70","Parce","Maluma Featuring Lenny Tavarez & Justin Quiles"
"71","Perfect","Ed Sheeran"
"72","Golden","Harry Styles"
"73","Kings & Queens","Ava Max"
"74","Bad Guy","Billie Eilish"
"75","Tattoo","Rauw Alejandro x Camilo"
"76","Despeinada","Ozuna x Camilo"
"77","La Nota","Manuel Turizo, Myke Towers & Rauw Alejandro"
"78","Ay, Dios Mio!","Karol G"
"79","Rain On Me","Lady Gaga & Ariana Grande"
"80","Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"81","My Ex's Best Friend","Machine Gun Kelly X blackbear"
"82","Be Like That","Kane Brown With Swae Lee & Khalid"
"83","Jeans","Justin Quiles"
"84","Fever","Dua Lipa Featuring Angele"
"85","Circles","Post Malone"
"86","Daisy","Ashnikko"
"87","La Jeepeta","Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka"
"88","Bichota","Karol G"
"89","Monster Mash","Bobby ""Boris"" Pickett And The Crypt-Kickers"
"90","Una Locura","Ozuna, J Balvin & Chencho Corleone"
"91","Gurenge","LiSA"
"92","Yoru Ni Kakeru","YOASOBI"
"93","Believer","Imagine Dragons"
"94","Death Bed","Powfu Featuring beabadoobee"
"95","Shallow","Lady Gaga & Bradley Cooper"
"96","Train Wreck","James Arthur"
"97","Memories","Maroon 5"
"98","Mi Nina","Los Legendarios, Wisin & Myke Towers"
"99","Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
"100","Dior","Pop Smoke"
"101","Shape Of You","Ed Sheeran"
"102","Lovely","Billie Eilish & Khalid"
"103","Senorita","Shawn Mendes & Camila Cabello"
"104","Mi Cuarto","Jerry Di"
"105","Deep End","Foushee"
"106","Adore You","Harry Styles"
"107","Mr. Right Now","21 Savage & Metro Boomin Featuring Drake"
"108","24","Money Man Featuring Lil Baby"
"109","The Box","Roddy Ricch"
"110","Intentions","Justin Bieber Featuring Quavo"
"111","Say So","Doja Cat"
"112","Wishing Well","Juice WRLD"
"113","Stuck With U","Ariana Grande & Justin Bieber"
"114","Sofia","Clairo"
"115","Franchise","Travis Scott Featuring Young Thug & M.I.A."
"116","So Done","Kid LAROI"
"117","The Woo","Pop Smoke Featuring 50 Cent & Roddy Ricch"
"118","Rags2Riches","Rod Wave Featuring ATR Son Son"
"119","Ghostbusters","Ray Parker Jr."
"120","Tick Tock","Clean Bandit & Mabel Featuring 24kGoldn"
"121","ily","Surf Mesa Featuring Emilee"
"122","Sicko Mode","Travis Scott"
"123","I Hope","Gabby Barrett"
"124","Runnin","21 Savage & Metro Boomin"
"125","More","K/DA With Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns & Seraphine"
"126","Highest In The Room","Travis Scott"
"127","Break My Heart","Dua Lipa"
"128","More Than My Hometown","Morgan Wallen"
"129","Blueberry Faygo","Lil Mosey"
"130","Ride It.","Regard"
"131","Spicy","Ty Dolla $ign Featuring Post Malone"
"132","Lucid Dreams","Juice WRLD"
"133","Reloj","Rauw Alejandro & Anuel AA"
"134","Chica Ideal","Sebastian Yatra & Guaynaa"
"135","Diosa","Myke Towers + Natti Natasha + Anuel AA"
"136","All Of Me","John Legend"
"137","Yo Perreo Sola","Bad Bunny"
"138","Mad At Disney","Salem Ilese"
"139","All I Want For Christmas Is You","Mariah Carey"
"140","Martin & Gina","Polo G"
"141","Better Together","Luke Combs"
"142","In Your Eyes","The Weeknd"
"143","Goosebumps","Travis Scott"
"144","Falling","Trevor Daniel"
"145","Party Starters","ARASHI"
"146","Whoopty","CJ"
"147","Sweater Weather","The Neighbourhood"
"148","Greece","DJ Khaled Featuring Drake"
"149","Savage","Megan Thee Stallion"
"150","I Don't Care","Ed Sheeran & Justin Bieber"
"151","Sanmon Shosetsu","King Gnu"
"152","Weeeeee","Trippie Redd"
"153","Say You Won't Let Go","James Arthur"
"154","Stay Down","Lil Durk, 6LACK & Young Thug"
"155","Kids Again","Sam Smith"
"156","If The World Was Ending","JP Saxe Featuring Julia Michaels"
"157","You Got It","VEDO"
"158","7 Rings","Ariana Grande"
"159","Dancing With A Stranger","Sam Smith & Normani"
"160","Highway To Hell","AC/DC"
"161","Got What I Got","Jason Aldean"
"162","Agua","Tainy x J Balvin"
"163","Despacito","Luis Fonsi & Daddy Yankee Featuring Justin Bieber"
"164","Robbery","Juice WRLD"
"165","Bang!","AJR"
"166","Everything I Wanted","Billie Eilish"
"167","One Of Them Girls","Lee Brice"
"168","Falling","Harry Styles"
"169","No Guidance","Chris Brown Featuring Drake"
"170","This Is Halloween","Danny Elfman"
"171","Without Me","Halsey"
"172","Promiscuous","Nelly Furtado Featuring Timbaland"
"173","Closer","The Chainsmokers Featuring Halsey"
"174","Tusa","Karol G & Nicki Minaj"
"175","Bohemian Rhapsody","Queen"
"176","Hello","Pop Smoke Featuring A Boogie Wit da Hoodie"
"177","Sweet Melody","Little Mix"
"178","Toosie Slide","Drake"
"179","Pretty Savage","BLACKPINK"
"180","Practice","DaBaby"
"181","Djadja","Aya Nakamura Featuring Maluma"
"182","Smile","Juice WRLD & The Weeknd"
"183","Tap In","Saweetie"
"184","Party Girl","StaySolidRocky"
"185","We Paid","Lil Baby & 42 Dugg"
"186","Papi Chulo","Octavian & Skepta"
"187","Recairei","Os Baroes da Pisadinha"
"188","Thinking Out Loud","Ed Sheeran"
"189","Be Kind","Marshmello & Halsey"
"190","Rockstar","Post Malone Featuring 21 Savage"
"191","Godzilla","Eminem Featuring Juice WRLD"
"192","Girls Like You","Maroon 5 Featuring Cardi B"
"193","Someone Like You","Adele"
"194","Let Her Go","Passenger"
"195","Don't Stop Believin'","Journey"
"196","OK Not To Be OK","Marshmello & Demi Lovato"
"197","Hotel California","Eagles"
"198","Happier","Marshmello & Bastille"
"199","Thunder","Imagine Dragons"
"200","Electric Love","BORNS"
