"rank","title","artist"
"1","Dakiti","Bad Bunny & Jhay Cortez"
"2","All I Want For Christmas Is You","Mariah Carey"
"3","Dynamite","BTS"
"4","Mood","24kGoldn Featuring iann dior"
"5","Last Christmas","Wham!"
"6","Positions","Ariana Grande"
"7","La Noche de Anoche","Bad Bunny & Rosalia"
"8","Therefore I Am","Billie Eilish"
"9","Blinding Lights","The Weeknd"
"10","Rockin' Around The Christmas Tree","Brenda Lee"
"11","Hawai","Maluma"
"12","Monster","Shawn Mendes & Justin Bieber"
"13","Bichota","Karol G"
"14","Lemonade","Internet Money & Gunna Featuring Don Toliver & NAV"
"15","Jingle Bell Rock","Bobby Helms"
"16","Life Goes On","BTS"
"17","34+35","Ariana Grande"
"18","It's Beginning To Look A Lot Like Christmas","Michael Buble"
"19","Te Mudaste","Bad Bunny"
"20","Prisoner","Miley Cyrus Featuring Dua Lipa"
"21","Santa Tell Me","Ariana Grande"
"22","It's The Most Wonderful Time Of The Year","Andy Williams"
"23","Midnight Sky","Miley Cyrus"
"24","Levitating","Dua Lipa Featuring DaBaby"
"25","Yo Visto Asi","Bad Bunny"
"26","WAP","Cardi B Featuring Megan Thee Stallion"
"27","Underneath The Tree","Kelly Clarkson"
"28","Feliz Navidad","Jose Feliciano"
"29","Haciendo Que Me Amas","Bad Bunny"
"30","Lonely","Justin Bieber & benny blanco"
"31","Let It Snow! Let It Snow! Let It Snow!","Dean Martin"
"32","Holy","Justin Bieber Featuring Chance The Rapper"
"33","Body","Megan Thee Stallion"
"34","What You Know Bout Love","Pop Smoke"
"35","You Broke Me First.","Tate McRae"
"36","For The Night","Pop Smoke Featuring Lil Baby & DaBaby"
"37","Savage Love (Laxed - Siren Beat)","Jawsh 685 x Jason Derulo"
"38","Sleigh Ride","The Ronettes"
"39","Te Deseo Lo Mejor","Bad Bunny"
"40","Watermelon Sugar","Harry Styles"
"41","Dance Monkey","Tones And I"
"42","Head & Heart","Joel Corry X MNEK"
"43","Mistletoe","Justin Bieber"
"44","Wonderful Christmastime","Paul McCartney"
"45","Booker T","Bad Bunny"
"46","Holiday","Lil Nas X"
"47","Whoopty","CJ"
"48","Roses","SAINt JHN"
"49","Rockstar","DaBaby Featuring Roddy Ricch"
"50","The Christmas Song (Merry Christmas To You)","Nat King Cole"
"51","Homura","LiSA"
"52","Relacion","Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
"53","El Mundo Es Mio","Bad Bunny"
"54","Hoy Cobre","Bad Bunny"
"55","Someone You Loved","Lewis Capaldi"
"56","White Christmas","Bing Crosby"
"57","Do They Know It's Christmas?","Band-Aid"
"58","Wonder","Shawn Mendes"
"59","Maldita Pobreza","Bad Bunny"
"60","La Droga","Bad Bunny"
"61","Laugh Now Cry Later","Drake Featuring Lil Durk"
"62","pov","Ariana Grande"
"63","La Toxica","Farruko"
"64","Holly Jolly Christmas","Michael Buble"
"65","Baby Shark","Pinkfong"
"66","Christmas (Baby Please Come Home)","Darlene Love"
"67","A Holly Jolly Christmas","Burl Ives"
"68","Don't Start Now","Dua Lipa"
"69","Vida de Rico","Camilo"
"70","Before You Go","Lewis Capaldi"
"71","Antes Que Se Acabe","Bad Bunny"
"72","Sorry Papi","Bad Bunny & ABRA"
"73","Life Is Good","Future Featuring Drake"
"74","Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"75","Step And A Step","NiziU"
"76","120","Bad Bunny"
"77","It's Beginning To Look Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra"
"78","Driving Home For Christmas","Chris Rea"
