"rank","title","artist"
"1","Life Goes On","BTS"
"2","Dakiti","Bad Bunny & Jhay Cortez"
"3","Dynamite","BTS"
"4","Monster","Shawn Mendes & Justin Bieber"
"5","Mood","24kGoldn Featuring iann dior"
"6","Positions","Ariana Grande"
"7","Therefore I Am","Billie Eilish"
"8","Hawai","Maluma"
"9","Blue & Grey","BTS"
"10","Lemonade","Internet Money & Gunna Featuring Don Toliver & NAV"
"11","All I Want For Christmas Is You","Mariah Carey"
"12","Prisoner","Miley Cyrus Featuring Dua Lipa"
"13","Blinding Lights","The Weeknd"
"14","Bichota","Karol G"
"15","Lonely","Justin Bieber & benny blanco"
"16","Stay","BTS"
"17","WAP","Cardi B Featuring Megan Thee Stallion"
"18","Holy","Justin Bieber Featuring Chance The Rapper"
"19","Levitating","Dua Lipa Featuring DaBaby"
"20","34+35","Ariana Grande"
"21","What You Know Bout Love","Pop Smoke"
"22","Fly To My Room","BTS"
"23","Savage Love (Laxed - Siren Beat)","Jawsh 685 x Jason Derulo"
"24","For The Night","Pop Smoke Featuring Lil Baby & DaBaby"
"25","Last Christmas","Wham!"
"26","You Broke Me First.","Tate McRae"
"27","Body","Megan Thee Stallion"
"28","Telepathy","BTS"
"29","Midnight Sky","Miley Cyrus"
"30","Dis-ease","BTS"
"31","Watermelon Sugar","Harry Styles"
"32","Head & Heart","Joel Corry X MNEK"
"33","Homura","LiSA"
"34","Relacion","Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
"35","Dance Monkey","Tones And I"
"36","Rockin' Around The Christmas Tree","Brenda Lee"
"37","Wonder","Shawn Mendes"
"38","pov","Ariana Grande"
"39","Rockstar","DaBaby Featuring Roddy Ricch"
"40","Somebody's Problem","Morgan Wallen"
"41","Roses","SAINt JHN"
"42","Someone You Loved","Lewis Capaldi"
"43","Jingle Bell Rock","Bobby Helms"
"44","Laugh Now Cry Later","Drake Featuring Lil Durk"
"45","La Toxica","Farruko"
"46","Whoopty","CJ"
"47","Holiday","Lil Nas X"
"48","It's Beginning To Look A Lot Like Christmas","Michael Buble"
"49","Vida de Rico","Camilo"
"50","Santa Tell Me","Ariana Grande"
"51","It's The Most Wonderful Time Of The Year","Andy Williams"
"52","Before You Go","Lewis Capaldi"
"53","Take You Dancing","Jason Derulo"
"54","Dreams","Fleetwood Mac"
"55","Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"56","Perfect","Ed Sheeran"
"57","Baby Shark","Pinkfong"
"58","Caramelo","Ozuna x Karol G x Myke Towers"
"59","Whats Poppin","Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
"60","Still Goin Down","Morgan Wallen"
"61","Diamonds","Sam Smith"
"62","Don't Start Now","Dua Lipa"
"63","Underneath The Tree","Kelly Clarkson"
"64","Life Is Good","Future Featuring Drake"
"65","Let It Snow! Let It Snow! Let It Snow!","Dean Martin"
"66","Mood Swings","Pop Smoke Featuring Lil Tjay"
"67","Put Your Records On","Ritt Momney"
"68","Feliz Navidad","Jose Feliciano"
"69","Jerusalema","Master KG Featuring Burna Boy & Nomcebo Zikode"
"70","Se Te Nota","Lele Pons X Guaynaa"
"71","Parce","Maluma Featuring Lenny Tavarez & Justin Quiles"
"72","Breaking Me","Topic & A7S"
"73","La Nota","Manuel Turizo, Myke Towers & Rauw Alejandro"
"74","Chica Ideal","Sebastian Yatra & Guaynaa"
"75","Bad Guy","Billie Eilish"
"76","La Curiosidad","DJ Nelson Presenta Jay Wheeler & Myke Towers"
"77","Heather","Conan Gray"
